 ,,,,,,,For Andrew ,,,For Andrew ,For Andrew ,For Andrew ,For Andrew ,,
Date,SKU,Style,Color,Size,Quantity,In/Out,"Processed
(Stocky)",Notes (LightSpeed Return or Damaged),Your Name,FC Batch / INV #,FC Control #,SHOPIFY,"Processed
(FC)",,
1/19/2021,VW409,Clean Elevation Legging,HCC,XS,1,Out,TRUE,Damaged,AP,1278354,,1239,TRUE,,
1/19/2021,VW323,Daily Legging,SPC,M,1,Out,TRUE,Damaged,AP,1278354,,1239,TRUE,,
1/19/2021,VW323,Daily Legging,BLK,M,1,Out,TRUE,Damaged,AP,1278354,,1239,TRUE,,
1/19/2021,V101,Tuvalu Tee,BLK,L,1,Out,TRUE,Damaged,AP,1278354,,1239,TRUE,,
1/19/2021,VW323,Daily Legging,BCM,XL,1,Out,TRUE,Damaged,AP,1278354,,1239,TRUE,,
1/19/2021,VW303,Performance Jogger,BLK,XS,1,Out,TRUE,Damaged,AP,1278354,,1239,TRUE,,
1/19/2021,VW226,Halo Essential Hoodie,HCC,XS,1,Out,TRUE,Damaged,AP,1278354,,1239,TRUE,,
1/19/2021,VW303,Performance Jogger,HTG,S,1,Out,TRUE,Damaged,AP,1278354,,1239,TRUE,,
1/19/2021,VW323,Daily Legging,BCM,XS,1,Out,TRUE,Damaged,AP,1278354,,1239,TRUE,,
1/19/2021,VW323,Daily Legging,BLK,XS,1,Out,TRUE,Damaged,AP,1278354,,1239,TRUE,,
1/19/2021,VW303,Performance Jogger,BLK,M,1,Out,TRUE,Damaged,AP,1278354,,1239,TRUE,,
1/19/2021,VW170,L/S Coast Tee,HCC,M,1,Out,TRUE,Damaged,AP,1278354,,1239,TRUE,,
1/19/2021,VW235,Restore Crew,BIS,S,1,Out,TRUE,Damaged,AP,1278354,,1239,TRUE,,
1/19/2021,V178,L/S Strato Tech Tee,HCC,M,1,Out,TRUE,Damaged,AP,1278354,,1239,TRUE,,
1/19/2021,V429,Fleet Pant,BLK,L,1,Out,TRUE,Damaged,AP,1278354,,1239,TRUE,,
1/19/2021,V429,Fleet Pant,EVG,L,1,Out,TRUE,Damaged,AP,1278354,,1239,TRUE,,
1/19/2021,V416,Sunday Performance Jogger,HCC,M,1,Out,TRUE,Damaged,AP,1278354,,1239,TRUE,,
1/19/2021,VW329,Pace High Rise Legging,OCT,M,1,Out,TRUE,Damaged,AP,1278354,,1239,TRUE,,
1/19/2021,VW303,Performance Jogger,HCC,S,1,Out,TRUE,Damaged,AP,1278354,,1239,TRUE,,
1/19/2021,V218,Jeffreys Pullover,HTG,L,1,Out,TRUE,Damaged,AP,1278354,,1239,TRUE,,
1/19/2021,V188,Strato Tech Polo,HCC,XL,1,Out,TRUE,Damaged,AP,1278354,,1239,TRUE,,
1/19/2021,V218,Jeffreys Pullover,HTG,L,1,Out,TRUE,Damaged,AP,1278354,,1239,TRUE,,
1/20/2021,V416,Sunday Performance Jogger,HCC,XL,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,V201,Movement Hoodie,HTG,XXL,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,V418,Ponto Performance Pant,HTI,XL,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,V512,Outdoor Trainer Shell ,BCM,XXL,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,V418,Ponto Performance Pant,HCC,XXL,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,V302,Kore Short,BWC,M,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,V150,Crest S/S Button-Down,IMD,M,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,V418,Ponto Performance Pant,BLK,S,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,V234,Ponto Track Jacket,HCC,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,VW303,Performance Jogger,HCL,S,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,VW201 ,Halo Performance Hoodie,HCE,S,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,VW243,Catalina Crew,INK,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,V101,Tuvalu Tee,SAL,M,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,VW243,Catalina Crew,HZL,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,V418 ,Ponto Performance Pant,BLK,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,V434,Ripstop Traveler Jogger,BLK,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,V108,L/S Ever Henley,BLK,XL,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,VW404,Wayfarer Pant,ORE,XS,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,V178,L/S Strato Tech Tee,HTG,M,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,V330,Banks Short,GRL,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,V178,L/S Strato Tech Tee,HCC,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,V430,Meta Pant,BLK,34,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,V302,Kore Short,PWC,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,V416,Sunday Performance Jogger,IND,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,V302,Bank Short,XLT,S,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,VW168,Bella Bra,CBF,S,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,VW323,Daily Legging,BLK,S,1,In,TRUE,Lightspeed Return Giftcard,AP,1279,2058,1247,TRUE,,
1/20/2021,V302,Bank Short,XLT,S,1,Out,TRUE,Damaged,AP,1288239,,1249,TRUE,,
1/20/2021,VW323,Daily Legging,BLK,S,1,Out,TRUE,Damaged,AP,1288239,,1249,TRUE,,
1/20/2021,VW168,Bella Bra,CBF,S,1,Out,TRUE,Damaged,AP,1288239,,1249,TRUE,,
1/20/2021,VW156,Coast Tee,CLD,S,1,In,TRUE,Lightspeed Return,AP,1279,2059,1248,TRUE,,
1/20/2021,V420,Everything Chino,BLK,32,1,In,TRUE,Lightspeed Return,AP,1279,2059,1248,TRUE,,
1/20/2021,V314,Cruise Boardshort,PSC,34,1,In,TRUE,Lightspeed Return,AP,1279,2059,1248,TRUE,,
1/20/2021,V433,Collins Chino,BLK,32,1,In,TRUE,Lightspeed Return,AP,1279,2059,1248,TRUE,,
1/20/2021,V344,Ponto Short,BLK,L,1,In,TRUE,Lightspeed Return,AP,1279,2059,1248,TRUE,,
1/20/2021,V947,Intuition Tee,NVY,XL,1,In,TRUE,Lightspeed Return,AP,1279,2059,1248,TRUE,,
1/20/2021,V359,Bahia Boardshort,PAL,34,1,In,TRUE,Lightspeed Return,AP,1279,2059,1248,TRUE,,
1/21/2021,V153,L/S Bishop Button-Down,LTG,L,1,In,TRUE,Lightspeed Return,AP,1283,2064,1251,TRUE,,
1/21/2021,VW243,Catalina Crew,HTG,S,1,In,TRUE,Lightspeed Return,AP,1283,2064,1251,TRUE,,
1/21/2021,V416,Sunday Performance Jogger,HCC,L,1,In,TRUE,Lightspeed Return,AP,1283,2064,1251,TRUE,,
1/21/2021,VW243,Catalina Crew,INK,S,1,In,TRUE,Lightspeed Return,AP,1283,2064,1251,TRUE,,
1/21/2021,VW365,"Clementine Short 4""",DSK,L,1,In,TRUE,Lightspeed Return,AP,1283,2064,1251,TRUE,,
1/21/2021,V370,Ripstop Short,ARM,L,1,In,TRUE,Lightspeed Return,AP,1283,2064,1251,TRUE,,
1/21/2021,VW409,Clean Elevation Legging,HCC,S,1,Out,TRUE,Damaged,AP,1288840,,1253,TRUE,,
1/21/2021,V416,Sunday Performance Jogger,BLK,XL,1,Out,TRUE,Damaged,AP,1288840,,1253,TRUE,,
1/21/2021,VW409,Clean Elevation Legging,CBF/HBF,S,1,Out,TRUE,Damaged,AP,1288840,,1253,TRUE,,
1/21/2021,V418,Ponto Perforamnce Pant ,IND/HTI,L,1,Out,TRUE,Damaged,AP,1288840,,1253,TRUE,,
1/21/2021,V302,Kore Short,BLK,M,1,Out,TRUE,Damaged,AP,1288840,,1253,TRUE,,
1/21/2021,V418,Ponto Perforamnce Pant ,IND/HTI,XL,1,Out,TRUE,Damaged,AP,1288840,,1253,TRUE,,
1/21/2021,VW323,Daily Legging,SPC,M,1,Out,TRUE,Damaged,AP,1288840,,1253,TRUE,,
1/21/2021,VW323,Daily Legging,BCM,XS,2,Out,TRUE,Damaged,AP,1288840,,1253,TRUE,,
1/21/2021,V522,Atlas Jacket,HTI,XL,1,Out,TRUE,Damaged,AP,1288840,,1253,TRUE,,
1/21/2021,VW303,Performance Jogger,CER/HCE,M,1,Out,TRUE,Damaged,AP,1288840,,1253,TRUE,,
1/21/2021,VW951,Womens Wave Logo Tee,WHT,M,1,Out,TRUE,Damaged,AP,1288840,,1253,TRUE,,
1/21/2021,V429,Fleet Pant,ORE/EVG,L,1,Out,TRUE,Damaged,AP,1288840,,1253,TRUE,,
1/21/2021,V412,Ripstop Pant,ARM,M,1,Out,TRUE,Damaged,AP,1288840,,1253,TRUE,,
1/21/2021,VW409,Clean Elevation Legging,ORE/HOR,XS,1,Out,TRUE,Damaged,AP,1288840,,1253,TRUE,,
1/21/2021,VW325,Elevation Performance Legging,CER/HCE,S,1,Out,TRUE,Damaged,AP,1288840,,1253,TRUE,,
1/21/2021,V429,Fleet Pant,IND,L,1,Out,TRUE,Damaged,AP,1288840,,1253,TRUE,,
1/21/2021,VW243,Catalina Crew,NAT,XL,1,Out,TRUE,Damaged,AP,1288840,,1253,TRUE,,
1/21/2021,V418,Ponto Performance Pant,HCC,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1283,2065,1252,TRUE,,
1/21/2021,VW303,Performance Jogger,VW303/HCC,S,1,In,TRUE,Lightspeed Return Giftcard,AP,1283,2065,1252,TRUE,,
1/21/2021,V416,Sunday Performance Jogger,BLK,S,1,In,TRUE,Lightspeed Return Giftcard,AP,1283,2065,1252,TRUE,,
1/21/2021,VW347,Laguna Lounge Pant,INK,M,1,In,TRUE,Lightspeed Return Giftcard,AP,1283,2065,1252,TRUE,,
1/21/2021,V108,L/S Ever Henley,BLK,M,1,In,TRUE,Lightspeed Return Giftcard,AP,1283,2065,1252,TRUE,,
1/21/2021,VW303,Perforamnce Jogger,HCC,XS,1,In,TRUE,Lightspeed Return Giftcard,AP,1283,2065,1252,TRUE,,
1/21/2021,VW303,Perforamnce Jogger,BLK,XS,1,In,TRUE,Lightspeed Return Giftcard,AP,1283,2065,1252,TRUE,,
1/21/2021,VW303,Perforamnce Jogger,HTG,XS,1,In,TRUE,Lightspeed Return Giftcard,AP,1283,2065,1252,TRUE,,
1/21/2021,VW303,Perforamnce Jogger,HTG,S,1,In,TRUE,Lightspeed Return Giftcard,AP,1283,2065,1252,TRUE,,
1/21/2021,VW323,Daily Legging,BCM,M,1,In,TRUE,Lightspeed Return Giftcard,AP,1283,2065,1252,TRUE,,
1/21/2021,VW123,Energy Top ,WHT,M,1,In,TRUE,Lightspeed Return Giftcard,AP,1283,2065,1252,TRUE,,
1/28/2021,VW303,Performance Jogger,HTG,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,VW226,Halo Essential Hoodie,HTG,M,2,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,V150,Crest S/S Button-Down,SAR,L,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,V418,Ponto Performance Pant,BLK,L,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,VW303,Performance Jogger,HCE,L,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,VW303,Performance Jogger,BLK,L,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,V109,Tradewind Performance Tee,BLK,L,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,VW133,Daydream Crew,LHG,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,VW201,Halo Performance Hoodie,HCA,L,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,VW401,Womens Ripstop Pant,ARM,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,VW303,Performance Jogger,HTG,XS,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,VW323,Daily Legging,BLK,S,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,VW303,Performance Jogger,HCC,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,V418,Ponto Performance Pant,HTG,L,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,V237,Aspen Shirt Jacket,HTG,XL,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,V302,Kore Short ,IND,XL,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,VW323,Daily Legging,BLK,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,V126,Strato Tech Tee,HCC,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,V416,Sunday Performance Jogger,OXB,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,VW303,Performance Jogger,HCE,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,V412,Ripstop Climber Pant,KHK,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,VW106,Lux Performance Tee,HCC,XS,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,VW240,L/S Solstice Tee,HCC,XS,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,V416,Sunday Performance Jogger,BLK,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,V412,Ripstop Climber Pant,CCL,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,VW323,Daily Legging,BLK,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,V218,Jeffreys Pullover,HTI,XL,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,VW170,L/S Coast Tee,DSK,XS,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,V430,Meta Pant,BLK,34,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,VW303,Performance Jogger,HTI,S,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,V418,Ponto Performance Pant,HCC,L,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,VW303,Performance Jogger,HTG,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,VW303,Performance Jogger,HCE,S,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,V412,Ripstop Climber Pant,BCM,S,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,VW226,Halo Essential Hoodie,BCM,S,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,VW303,Perfromance Jogger,HTG,S,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,V820,California Beanie ,AMB,ONS,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1283,TRUE,,
1/28/2021,V418,Ponto Performance Pant,HCC,M,1,In,TRUE,Lightspeed Return,GV,1295,2083,1284,TRUE,,
1/28/2021,V416,Sunday Performance Jogger,IND,M,1,In,TRUE,Lightspeed Return,GV,1295,2083,1284,TRUE,,
1/28/2021,V416,Sunday Performance Jogger,HCC,S,1,In,TRUE,Lightspeed Return,GV,1295,2083,1284,TRUE,,
1/28/2021,VW134,Verity Tank,BLK,XS,1,In,TRUE,Lightspeed Return,GV,1295,2083,1284,TRUE,,
1/28/2021,V412,Ripstop Climber Pant,ARM,L,1,In,TRUE,Lightspeed Return,GV,1295,2083,1284,TRUE,,
1/28/2021,VW323,Daily Legging,SPC,M,1,In,TRUE,Lightspeed Return,GV,1295,2083,1284,TRUE,,
1/28/2021,V242,Seaside Hoodie,BLK,S,1,In,TRUE,Lightspeed Return,GV,1295,2083,1284,TRUE,,
1/28/2021,V406,Balboa Pant,IND,M,1,In,TRUE,Lightspeed Return,GV,1295,2083,1284,TRUE,,
1/28/2021,VW303,Performance Jogger,BCM,XS,1,In,TRUE,Lightspeed Return,GV,1295,2083,1284,TRUE,,
1/28/2021,V416,Sunday Performance Jogger,BLK,S,1,In,TRUE,Lightspeed Return,GV,1295,2083,1284,TRUE,,
1/28/2021,VW347,Laguna Lounge Pant,NAT,S,1,In,TRUE,Lightspeed Return,GV,1295,2083,1284,TRUE,,
1/28/2021,V418,Ponto Performance Pant,HCC,M,1,In,TRUE,Lightspeed Return,GV,1295,2083,1284,TRUE,,
1/28/2021,VW136,Elevation Bra,LHG,XS,1,In,TRUE,Lightspeed Return,GV,1295,2083,1284,TRUE,,
1/28/2021,VW347,Laguna Lounge Pant,NAT,S,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW303,Performance Jogger,BCM,XS,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW136,Elevation Bra,LHG,XS,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V418,Ponto Performance Pant,HCC,M,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V416,Sunday Performance Jogger,BLK,S,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V406,Balboa Pant,IND,M,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW323,Daily Legging,DSK,S,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW323,Daily Legging,SPC,M,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW134,Verity Tank,BLK,XS,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW303,Performance Jogger,HCE,S,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW303,Performance Jogger,HTI,S,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW401,Womens Ripstop Pant,BCM,XS,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW323,Daily Legging,BLK,S,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW409,Clean Elevation Legging,HCE,M,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V429,Fleet Pant,BLK,S,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW323,Daily Legging,BLK,M,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V815,Vuori Performance Hat,HCC,ONS,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V108,L/S Ever Henley,IND,M,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V412,Ripstop Climber Pant,IND,XL,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V330,Banks Short,BMD,S,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V418,Ponto Pant,BLK,L,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V949,Ridgeline Tee,BLK,M,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V366,"Banks Short 5""",BCM,S,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW409,Clean Elevation Legging,HCE,M,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V330,Banks Short,GRL,S,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V956,Lines Tee,WHT,M,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW243,Catalina Crew,NAT,M,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V176,Waffle Crew,ORE,M,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V108,L/S Ever Henley,IND,L,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V330,Banks Short,BKL,S,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V154,Bishop S/S,SWR,XL,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V416,Sunday Performance Jogger,BLK,S,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V330,Banks Short,BMD,L,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V213,Jackson Hoodie,BLK,M,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW303-L,Performance Jogger Long,BLK,L,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW418,Daily Jogger,ORE,M,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V224,Ponto Crew,HNV,M,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW418,Daily Jogger,HZL,S,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW323,Daily Legging,BLK,S,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW303,Performance Jogger,HCC,S,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW329,Pace Legging,BLK,XS,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V429,Fleet Pant,IND,M,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V302,Kore Short,CCL,M,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V418,Ponto Performance Pant,BLK,XL,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW347,Laguna Lounge Pant,HZL,S,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V126,Strato Tech Tee,HCL,M,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V101,Tuvalu Tee,SAL,M,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW226,Halo Performance Hoodie,HTG,S,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW347,Laguna Lounge Pant,HTG,XS,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW142,Plyo Tank,BLK,XS,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V188,Strato Tech Polo,HCC,S,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW303,Performance Jogger,BLK,S,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V175,Austin Henley,HCC,XL,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW409,Clean Elevation Legging,HCE,S,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW323,Daily Legging ,GMO,S,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V242,Seaside Hoodie,CCO,M,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V101,Tuvalu Tee,CCO,M,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW303,Performance Jogger,BLK,XS,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW323,Daily Legging,BLK,S,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW303,Performance Jogger,BCM,S,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V344,Ponto Short ,HCC,L,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V126,Strato Tech Tee,HOX,M,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW201,Halo Performance Hoodie,HCE,L,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V416,Sunday Performance Jogger,BLG,L,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V109,Tradewind Performance Tee,HSG,L,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,V201,Movement Hoodie,HTG,M,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW409,Clean Elevation Legging,HCC,L,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW957,Palm Frond Tank,NAT,M,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW323,Daily Legging,BLK,M,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW303,Performance Jogger,HCL,S,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW409,Clean Elevation Legging,HCE,XS,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW409,Clean Elevation Legging,BCM,S,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW303-L,Performance Jogger-Long,HCC,XS,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
1/28/2021,VW805,Daily Headband,BLK,ONS,1,Out,TRUE,Damaged,GV,1325870,,1282,TRUE,,
2/2/2021,V237,Aspen Shirt Jacket,HTG,L,1,In,TRUE,Lightspeed Return,GV,1295,2083,1286,TRUE,,
2/2/2021,VW323,Daily Legging,BLK,L,1,In,TRUE,Lightspeed Return,GV,1295,2083,1286,TRUE,,
2/2/2021,V527,Russell Jacket,BLK,L,1,In,TRUE,Lightspeed Return,GV,1295,2083,1286,TRUE,,
