 ,,,,,,,For Andrew ,,,For Andrew ,For Andrew ,For Andrew ,For Andrew ,,
Date,SKU,Style,Color,Size,Quantity,In/Out,"Processed
(Stocky)",Notes (LightSpeed Return or Damaged),Your Name,FC Batch / INV #,FC Control #,SHOPIFY,"Processed
(FC)",,
2/2/2021,V126,Strato Tech Tee,HNV,S,1,In,TRUE,Lightspeed Return,GV,1295,2083,1286,TRUE,,
2/2/2021,V417,Transit Jogger,NVY,M,1,In,TRUE,Lightspeed Return,GV,1295,2083,1286,TRUE,,
2/2/2021,V420,Everything Chino Pant,OXB,33,1,In,TRUE,Lightspeed Return,GV,1295,2083,1286,TRUE,,
2/2/2021,VW339,Halo Performance Short,HDG,XS,1,In,TRUE,Lightspeed Return,GV,1295,2083,1286,TRUE,,
2/2/2021,VW323,Daily Legging,BLK,S,1,In,TRUE,Lightspeed Return,GV,1295,2083,1286,TRUE,,
2/2/2021,V416,Sunday Performance Jogger,IND,M,1,In,TRUE,Lightspeed Return,GV,1295,2083,1286,TRUE,,
2/2/2021,VW323,Daily Legging,BLK,M,1,In,TRUE,Lightspeed Return,GV,1295,2083,1286,TRUE,,
2/2/2021,VW323,Daily Legging,SPC,S,1,In,TRUE,Lightspeed Return,GV,1295,2083,1286,TRUE,,
2/2/2021,V334,Ponto Short,HTI,XL,1,In,TRUE,Lightspeed Return,GV,1295,2083,1286,TRUE,,
2/2/2021,V334,Ponto Short,HCC,XL,1,In,TRUE,Lightspeed Return,GV,1295,2083,1286,TRUE,,
2/2/2021,V224,Ponto Performance Crew,HTI,XL,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1287,TRUE,,
2/2/2021,V237,Aspen Shirt Jacket,BKG,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1287,TRUE,,
2/2/2021,V418,Ponto Performance Pant,HTI,XL,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1287,TRUE,,
2/2/2021,VW116,Trinity Tank,BLK,XS,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1287,TRUE,,
2/2/2021,VW347,Laguna Lounge Pant,HTG,S,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1287,TRUE,,
2/2/2021,VW323,Daily Legging,DSK,XS,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1287,TRUE,,
2/2/2021,VW123,Energy Top ,HTG,XS,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1287,TRUE,,
2/2/2021,V412,Ripstop Climber Pant,CCL,XL,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1287,TRUE,,
2/2/2021,V302,Kore Short,CCL,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1287,TRUE,,
2/2/2021,VW108,Lux Performance Tank,HIN,XL,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1287,TRUE,,
2/2/2021,V412,Ripstop Climber Pant,CCL,L,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1287,TRUE,,
2/2/2021,VW108,Lux Performance Tank,DVG,XL,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1287,TRUE,,
2/2/2021,VW123,Energy Top ,WHT,S,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1287,TRUE,,
2/2/2021,V302,Kore Short,BLK,XXL,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1287,TRUE,,
2/2/2021,V330,Banks Short,BKL,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1287,TRUE,,
2/2/2021,VW226,Halo Essential Hoodie,HDS,L,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1287,TRUE,,
2/2/2021,VW303,Performance Jogger,HCC,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1287,TRUE,,
2/2/2021,V314,Cruise Boardshort,CMD,32,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1287,TRUE,,
2/2/2021,V416,Sunday Performance Jogger,HCC,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1295,2082,1287,TRUE,,
2/2/2021,VW108,Lux Performance Tank,DVG,XL,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,VW108,Lux Performance Tank,HIN,XL,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,VW347,Laguna Lounge Pant,HTG,S,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,VW323,Daily Legging ,BLK,S,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,V334,Ponto Short,HTI,XL,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,V334,Ponto Short,HCC,XL,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,VW323,Daily Legging,SPC,S,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,V417,Transit Jogger,NVY,M,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,V126,Strato Tech Tee,HOX,XL,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,V434,Ripstop Traveler Jogger,BLK,M,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,VW401,Womens Ripstop Pant,CCL,XS,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,V126,Strato Tech Tee,HNV,S,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,VW323,Daily Legging,BLK,L,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,V341,Trail Short ,BLK,S,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,VW323,Daily Legging,BLK,M,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,V178,L/S Strato Tech Tee,HNV,S,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,VW303,Performance Jogger,BLK,S,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,V434,Ripstop Traveler Jogger,DOR,S,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,V527,Russell Jacket,BLK,L,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,VW303,Performance Jogger,HCA,S,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,V330,Banks Short,BMD,M,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,VW323,Daily Legging,OCE,S,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,V108,L/S Ever Henley,BLK,M,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,V416,Sunday Performance Jogger,IND,M,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,V221,Ease Performance 1/2 Zip,HIN,S,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,V412,Ripstop Climber Pant,CCL,S,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,VW303-L,Performance Jogger-Long,HCC,L,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,V224,Ponto Performance Crew,HTI,S,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,VW303,Performance Jogger,HCC,S,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,VW123,Energy Top ,WHT,XS,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,V221,Ease Performance 1/2 Zip,HCC,M,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,VW323,Daily Legging,BCM,XS,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,VW170,L/S Coast Tee,CCL,S,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,VW304,Clementine Short,CBF,S,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,V418,Ponto Pant,HCC,L,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,VW323,Daily Legging,BLK,S,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,VW218,Herringbone Jacket,LTG,XS,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,V512,Outdoor Trainer Shell,BCM,S,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,VW323,Daily Legging,BCM,S,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,VW303,Performance Jogger,BCM,M,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,V212,Jackson Hoodie,BLK,XL,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,V367,"Kore Short 5""",BLK,M,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,VW409,Clean Elevation Legging,HCE,M,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,VW303,Performance Jogger,HTG,S,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,V126,Strato Tech Tee,HST,S,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,VW323,Daily Legging,BCM,XS,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/2/2021,V367,"Kore Short 5""",IND,S,1,Out,TRUE,Damaged,GV,1325870,,1285,TRUE,,
2/5/2021,VW303,Performance Jogger,BLK,S,1,In,FALSE,Incorrect scan,SL,,,,FALSE,,
2/5/2021,VW303-L,Performance Jogger-Long,BLK,XS,1,Out,FALSE,Incorrect scan,SL,,,,FALSE,,
2/9/2021,V416,Sunday Performance Jogger,BLG,L,1,In,TRUE,Lightspeed Return,AP,1323,2129,1322,TRUE,,
2/9/2021,V177,L/S Tradewind Performance Tee,HTA,XL,1,In,TRUE,Lightspeed Return,AP,1323,2129,1322,TRUE,,
2/9/2021,VW404,Wayfarer Pant,BLK,S,1,In,TRUE,Lightspeed Return,AP,1323,2129,1322,TRUE,,
2/9/2021,VW905,Hello Sunshine Tank,MVE,M,1,In,TRUE,Lightspeed Return,AP,1323,2129,1322,TRUE,,
2/9/2021,VW102,Eclispe Sports Bra,BLK,S,1,In,TRUE,Lightspeed Return,AP,1323,2129,1322,TRUE,,
2/9/2021,VW235,Restore Crew,BIS,M,1,In,TRUE,Lightspeed Return,AP,1323,2129,1322,TRUE,,
2/9/2021,VW303,Performance Jogger,HTG,M,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,V412,Ripstop Pant,ARM,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,VW303,Performance Jogger,BCM,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,VW303,Performance Jogger,BLK,S,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,VW339,Halo Performance Short,BLK,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,VW226,Halo Essential Hoodie,BCM,XL,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,VW142,Plyo Tank,HCC,M,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,VW323,Daily Legging,SPC,XS,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,V126,Strato Tech Tee,HNV,XXL,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,V126,Strato Tech Tee,HCC,XXL,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,V126,Strato Tech Tee,HTG,XXL,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,V150,Crest Short Sleeve Button Down,GVF,XL,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,V430,Meta Pant,BLK,32,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,V527,Russell Jacket,BLK,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,VW240,L/S Solstice Tee,HCC,XS,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,VW323,Daily Legging,CCL,S,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,VW303-L,Performance Jogger-Long,BLK,M,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,V430,Meta Pant,CCL,33,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,VW303,Performance Jogger,BLK,M,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,V517,Vega Jacket,BLK,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,VW303,Performance Jogger,BCM,S,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,V523,Daybreak Windbreaker,IND,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,V101,Tuvalu Tee,AZR,XL,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,VW303,Performance Jogger,HCE,XS,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,V101,Tuvalu Tee,GLC,XL,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,V101,Tuvalu Tee,GLC,XL,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,V370,Ripstop Short,KHK,M,1,In,TRUE,Lightspeed Return Giftcard,AP,1323,2130,1323,TRUE,,
2/9/2021,V412,Ripstop Pant,CCO,M,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,VW409,Clean Elevation Legging,HOR,M,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,VW226,Halo Essential Hoodie,HCC,S,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,V412,Ripstop Pant,BLK,M,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,V820,California Beanie,HTG,ONS,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,V412,Ripstop Pant,KHK,M,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,V109,Tradewind Performance Tee,HPL,L,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,VW412,Plyo Tank,HDS,XS,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,V178,L/S Strato Tech Tee,HTG,L,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,VW323,Daily Legging ,CCL,S,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,V165,S/S Henley,ORE,XL,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,V434,Ripstop Traveler Jogger,DOR,M,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,VW303,Performance Jogger,BCM,XS,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,V108,Lux Performance Tank,HCC,L,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,V418,Ponto Performance Pant,HBG,L,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,VW303,Performance Jogger,IND,S,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,VW409,Clean Elevation Legging,HBF,XS,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,V218,Jefferys Pullover,HTG,L,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,VW303,Performance Jogger,BLK,S,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,V528,Topanga Insulated Jacket,ORE,M,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,VW347,Laguna Lounge Pant,HTG,XS,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,VW303,Performance Jogger,HCA,L,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,V237,Aspen Shirt Jacket,HTG,XL,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,V418,Ponto Performance Pant,HCC,M,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,VW323,Daily Legging ,BCM,XS,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,VW323,Daily Legging,BLK,M,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,V334,Ponto Short,HRW,XL,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,V212,Jackson Hoodie,BLK,M,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,V420,Everything Chino Pant,BLK,34,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,V412,Ripstop Pant,CCO,L,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,V108,Long Sleeve Ever Henley,COP,M,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,VW303,Performance Jogger,HCL,L,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,VW401,Womens Ripstop Pant,ARM,S,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,VW325,Elevation Legging ,HCE,M,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,VW303,Performance Jogger,HCE,M,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,VW323,Daily Legging,BLK,S,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,V150,Crest Short Sleeve Button Down,IMD,L,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,V434,Ripstop Traveler Jogger,BLK,L,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,V153,L/S Bishop Button-Down,LTG,M,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,VW323,Daily Legging,BLK,XS,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,V418,Ponto Performance Pant,HTG,L,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,VW303,Perfromance Jogger,HTG,M,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,VW409,Clean Elevation Legging,HBC,XS,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,VW325,Elevation Legging ,HCE,XS,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,V412,Ripstop Pant,ARM,M,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,VW323,Daily Legging,BCM,L,1,Out,TRUE,Damaged,GV,1366185,,1321,TRUE,,
2/9/2021,VW235,Restore Crew,BIS,M,1,Out,TRUE,Damaged,AP,1366185,,1321,TRUE,,
2/9/2021,VW235,Restore Crew,BIS,S,1,Out,TRUE,Damaged,AP,1366185,,1321,TRUE,,
2/17/2021,VW303,Performance Jogger,BLK,M,1,In,TRUE,Lightspeed Return,AP,1349,2171,1376,TRUE,,
2/17/2021,VW303,Performance Jogger,HCC,S,1,In,TRUE,Lightspeed Return,AP,1349,2171,1376,TRUE,,
2/17/2021,V417,Transit Jogger,NVY,M,2,In,TRUE,Lightspeed Return,AP,1349,2171,1376,TRUE,,
2/17/2021,VW233,Restore 1/2 Zip,DSK,XS,1,In,TRUE,Lightspeed Return,AP,1349,2171,1376,TRUE,,
2/17/2021,VW401,Womens Ripstop Pant,HCC,M,1,In,TRUE,Lightspeed Return,AP,1349,2171,1376,TRUE,,
2/17/2021,VW303-L,Performance Jogger Long,HTG,XL,1,In,TRUE,Lightspeed Return,AP,1349,2171,1376,TRUE,,
2/12/2021,V821,Douglas Beanie ,BLK,ONS,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V417,Transit Jogger,BLK,M,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V430,Meta Pant,BLK,32,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V101,Tuvalu Tee,INK,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V109,Tradewind Performance Tee,BLK,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V101,Tuvalu Tee,CCO,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V165,S/S Ever Henley,BLK,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V418,Ponto Performance Pant,BLK,M,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V420,Everything Chino Pant,BLK,32,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V412,Ripstop Climber Pant,ARM,M,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V302,Kore Short,BLK,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V330,Banks Short,CMO,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V126,Strato Tech Tee,HCC,XL,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V126,Strato Tech Tee,HNV,XL,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V518,Soco Zip Up,BLK,XL,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,VW303-L,Performance Jogger,HTG,S,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V201,Movement Hoodie,HBK,XL,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V523,Daybreak Windbreaker,BLK,XL,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V101,Tuvalu Tee,BLK,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V416,Sunday Performance Jogger,BLK,XL,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V314,Cruise Boardshort,IWB,32,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V126,Strato Tech Tee,HTG,XL,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V126,Strato Tech Tee,HCC,XL,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V330,Banks Short,CMO,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V302,Kore Short,BLK,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V302,Kore Short,BWC,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V330,Banks Short,BKL,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V101,Tuvalu Tee,COG,XL,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V948,Camp Tee,ARM,S,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,VW361,Tavi Short,GRL,M,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,VW339,Halo Performance Short,HTG,S,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,VW339,Halo Performance Short,HDG,S,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,VW303,Perofrmance Jogger,HCL,XS,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,VW365,Clementine Short,CTT,M,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,VW365,Clementine Short,BWC,M,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,VW123,Energy Top ,HCE,S,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,VW323,Daily Legging,BCM,XS,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,VW123,Energy Top ,BLK,S,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,VW515,Shasta Jacket,ORE,S,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V406,Balboa Pant,BLK,M,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,VW152,Shoreline 1/2 Zip,HCC,XS,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,VW263,Seascape Shorty,VFI,S,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,VW201,Halo Performance Hoodie,BLK,S,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V126,Strato Tech Tee,HPT,L,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V434,Ripstop Traveler Jogger,CCO,M,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V412,Ripstop Climber Pant,DOR,M,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V303-L,Performance Jogger-Long,BLK,M,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V430,Meta Pant,BIR,33,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V215,Element Hoodie,HCB,M,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,VW323,Daily Legging,BCM,XS,1,Out,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V412,Ripstop Climber Pant,BLK,M,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
2/17/2021,V314,Cruise Boardshort,ICB,36,1,In,TRUE,Lightspeed Return Giftcard,AP,1349,2172,1377,TRUE,,
