 ,,,,,,,For Andrew ,,,,,,,,
Date,SKU,Style,Color,Size,Quantity,In/Out,"Processed
(Stocky)",Notes (LightSpeed Return or Damaged),"Reason For
Defect/Damaged",Your Name,FC Batch / INV #,FC Control #,SHOPIFY,"Processed
(FC)",
1/29/2021,V420,Everything Chino Pant,BLK,33,1,Out,TRUE,Damaged,,CAM,1330365,,1290,TRUE,
1/29/2021,VW323,Daily Legging,SPC,S,1,Out,TRUE,Damaged,,CAM,1330365,,1290,TRUE,
1/29/2021,V221,Ease Performance 1/2 Zip ,HCC,L,1,Out,TRUE,Damaged,,CAM,1330365,,1290,TRUE,
1/29/2021,VW347,Laguna Lounge Pant,HZL,XS,1,Out,TRUE,Damaged,,CAM,1330365,,1290,TRUE,
1/29/2021,V224,Ponto Crew,CCL,L,1,Out,TRUE,Damaged,,CAM,1330365,,1290,TRUE,
1/29/2021,VW303,Performance Jogger,BLK,XS,1,Out,TRUE,Damaged,,CAM,1330365,,1290,TRUE,
1/29/2021,VW325,Elevation Performance Legging,BCM,M,1,Out,TRUE,Damaged,,CAM,1330365,,1290,TRUE,
1/29/2021,VW303,Performance Jogger,NVY,XS,1,Out,TRUE,Damaged,,CAM,1330365,,1290,TRUE,
2/3/2021,VW303-L,Performance Jogger,HCC,S,1,In,TRUE,Employee sold the wrong item....,,CAM,,,,FALSE,
2/3/2021,VW142,Plyo Tank,DSK,XS,1,In,TRUE,Lightspeed Return,,ABRAM,1294,2081,1288,TRUE,
2/3/2021,VW303,Performance Jogger,HCC,L,1,In,TRUE,Lightspeed Return,,MMG,1294,2081,1288,TRUE,
2/3/2021,v406,Balboa Pant,BLK,M,1,In,TRUE,Lightspeed Return,,MMG,1294,2081,1288,TRUE,
2/3/2021,VW235,Restore Crew,BIS,S,1,In,TRUE,Lightspeed Return,,MMG,1294,2081,1288,TRUE,
2/3/2021,VW133,Daydream Crew,HIN,S,1,In,TRUE,Lightspeed Return,,MMG,1294,2081,1288,TRUE,
2/3/2021,V412,Ripstop Climber Pant,ARM,XL,1,In,TRUE,Lightspeed Giftcard,,MMG,1294,2079,1289,TRUE,
2/3/2021,V406,Balboa Pant,BLK,XL,2,In,TRUE,Lightspeed Giftcard,,MMG,1294,2079,1289,TRUE,
2/3/2021,v518,Soco Zip Up,BLK,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1294,2079,1289,TRUE,
2/3/2021,vw226,Halo Essential Hoodie,HCC,L,1,In,TRUE,Lightspeed Giftcard,,RIVER,1294,2079,1289,TRUE,
2/3/2021,v412,Ripstop Climber Pant,ARM,XL,1,In,TRUE,Lightspeed Giftcard,,AOB,1294,2079,1289,TRUE,
2/3/2021,v344,Ponto Short,HCC,M,1,In,TRUE,Lightspeed Giftcard,,AOB,1294,2079,1289,TRUE,
2/3/2021,vw226,Halo Essential Hoodie,HDS,S,1,In,TRUE,Lightspeed Giftcard,,AOB,1294,2079,1289,TRUE,
2/3/2021,vw303,Performance Jogger,HCE,M,1,In,TRUE,Lightspeed Giftcard,,AOB,1294,2079,1289,TRUE,
2/3/2021,v221,Ease Performance 1/2 Zip ,HDG,XXL,1,In,TRUE,Lightspeed Giftcard,,AOB,1294,2079,1289,TRUE,
2/4/2021,VW226,Halo Essential Hoodie,BCM,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1308,2106,1295,TRUE,
2/4/2021,V302,Kore Short,IND,L,1,In,TRUE,Lightspeed Giftcard,,MMG,1308,2106,1295,TRUE,
2/4/2021,VW168,Bella Bra,HBF,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1308,2106,1295,TRUE,
2/4/2021,VW148,Lizzette Crop,WHT,L,1,In,TRUE,Lightspeed Giftcard,,MMG,1308,2106,1295,TRUE,
2/4/2021,VW303,Performance Jogger,BLK,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1308,2106,1295,TRUE,
2/4/2021,V412,Ripstop Climber Pant,CCL,L,1,In,TRUE,Lightspeed Giftcard,,MMG,1308,2106,1295,TRUE,
2/4/2021,V302,Patina Watercolor Camo,PWC,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1308,2106,1295,TRUE,
2/4/2021,VW136,Elevation Bra,LHG,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1308,2106,1295,TRUE,
2/4/2021,VW303-L,Performance Jogger-Long,BLK,XXS,1,In,TRUE,Lightspeed Giftcard,,MMG,1308,2106,1295,TRUE,
2/4/2021,VW303,Performance Jogger,HNV,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1308,2106,1295,TRUE,
2/4/2021,VW226,Halo Essential Hoodie,HDG,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1308,2106,1295,TRUE,
2/4/2021,V416,Sunday Performance Jogger,HCC,L,1,In,TRUE,Lightspeed Giftcard,,MMG,1308,2106,1295,TRUE,
2/4/2021,VW142,Plyo Tank,HDS,XS,1,In,TRUE,Lightspeed Giftcard,,MMG,1308,2106,1295,TRUE,
2/4/2021,VW243,Catalina Crew,HTG,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1308,2106,1295,TRUE,
2/4/2021,VW235,Restore Crew,GDN,L,1,In,TRUE,Lightspeed Giftcard,,MMG,1308,2106,1295,TRUE,
2/4/2021,V524,Interval Fest,CHB,L,1,In,TRUE,Lightspeed Giftcard,,MMG,1308,2106,1295,TRUE,
2/4/2021,V176,Waffle Crew,ORE,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1308,2106,1295,TRUE,
2/4/2021,V178,Strato Tech Tee,HCC,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1308,2106,1295,TRUE,
2/4/2021,V178,Strato Tech Tee,HNV,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1308,2106,1295,TRUE,
2/4/2021,VW401,Womens Ripstop Pant,CCL,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1308,2106,1295,TRUE,
2/5/2021,V518,Soco Zip Up,ORE,XXL,1,Out,TRUE,Damaged,,MMG,1349599,,1300,TRUE,
2/5/2021,VW427,Lux Harem,HCA,M,1,Out,TRUE,Damaged,,MMG,1349599,,1300,TRUE,
2/5/2021,V518,Soco Zip Up,BLK,M,1,Out,TRUE,Damaged,,MMG,1349599,,1300,TRUE,
2/5/2021,VW303-L,Performance Jogger - Long,HTG,S,1,Out,TRUE,Damaged,,MMG,1349599,,1300,TRUE,
2/5/2021,VW241,L/S Halo Crew,HBC,M,1,Out,TRUE,Damaged,,MMG,1349599,,1300,TRUE,
2/5/2021,VW323,Daily Legging,GMO,S,1,Out,TRUE,Damaged,,MMG,1349599,,1300,TRUE,
2/5/2021,V367,Kore Short,PTL,S,1,Out,TRUE,Damaged,,MMG,1349599,,1300,TRUE,
2/5/2021,V126,Strato Tech Tee,HCC,L,1,Out,TRUE,Damaged,,MMG,1349599,,1300,TRUE,
2/9/2021,VW303,Performance Jogger,HCC,M,1,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/9/2021,V418,Ponto Performance Pant,HTG,S,1,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/9/2021,V418,Ponto Performance Pant,HCC,M,1,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/9/2021,V416,Sunday Performance Jogger,IND,L,1,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/9/2021,V418,Ponto Performance Pant,HCC,S,1,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/9/2021,V412,Ripstop Climber Pant,KHK,L,1,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/9/2021,V109,Tradewind Performance Tee,HTG,XL,1,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/9/2021,V430,Meta Pant ,BLK,33,1,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/9/2021,VW323,Daily Legging,SPC,S,1,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/9/2021,VW323,Daily Legging,SPC,XS,2,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/9/2021,VW323,Daily Legging,SPC,M,3,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/9/2021,VW418,Daily Joggers,HZL,M,1,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/9/2021,VW303,Performance Jogger,HNV,XS,1,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/9/2021,V242,Seaside Hoodie,CCO,XL,1,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/9/2021,V367,Kore Short 5,BLK,S,1,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/9/2021,V412,Ripstop Climber Pant,CCL,M,1,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/10/2021,VW303,Performance Jogger,HFL,XS,1,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/10/2021,VW418,Daily Jogger,BLK,S,1,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/10/2021,V344,Ponto Short,HCC,M,1,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/10/2021,VW201,Halo Performance Hoodie,HCE,M,1,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/10/2021,VW427,Lux Harem ,HCC,XS,1,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/10/2021,VW108,Lux Performance Tank,HIN,S,1,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/10/2021,V201,Movement Hoodie,HBK,M,1,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/10/2021,VW345,Racer High Rise,BHB,L,1,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/10/2021,VW325,Elevation Legging,LHG,M,1,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/11/2021,VW404,Wayfarer Pant,CLY,M,1,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/11/2021,V406,Balboa Pant,BLK,M,1,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/11/2021,VW303,Performance Jogger,BLK,S,1,Out,TRUE,Damaged,,MMG,1366170,,1324,TRUE,
2/7/2021,VW323,Daily Legging,SPC,S,1,In,TRUE,Lightspeed Giftcard,,CONNOR,1348,2168,1379,TRUE,
2/11/2021,VW303,Performance Jogger,BCM,L,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/11/2021,VW108,Lux Performance Tank,HCE,L,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/11/2021,VW142,Plyo Tank,HCC,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/11/2021,V430,Meta Pant ,CCL,34,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/11/2021,V420,Everything Chino Pant,OXB,32,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/11/2021,V416,Sunday Performance Jogger,HCC,L,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/11/2021,V234,Ponto Track Jacket,HCC,XXL,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/11/2021,V126,Strato Tech Tee,HST,XXL,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/11/2021,V109,Tradewind Performance Tee,HCL,L,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/11/2021,VW201,Halo Performance Hoodie,BLK,L,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/11/2021,V416,Sunday Performance Jogger,BLK,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/11/2021,VW329,Pace High Rise Legging,BLK,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/11/2021,V176,Waffle Crew,ORE,L,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/11/2021,VW303,Performance Jogger,HCC,M,1,In,TRUE,Lightspeed Giftcard,,RIVER,1348,2168,1379,TRUE,
2/11/2021,VW303,Performance Jogger,BLK,M,1,In,TRUE,Lightspeed Giftcard,,ALYSSA,1348,2168,1379,TRUE,
2/11/2021,VW303,Performance Jogger,HNV,M,1,In,TRUE,Lightspeed Giftcard,,ALYSSA,1348,2168,1379,TRUE,
2/11/2021,VW418,Daily Jogger,BLK,XL,1,In,TRUE,Lightspeed Giftcard,,ALYSSA,1348,2168,1379,TRUE,
2/11/2021,VW345,Racer High Rise,BHB,M,1,In,TRUE,Lightspeed Giftcard,,ALYSSA,1348,2168,1379,TRUE,
2/11/2021,V221,Ease Performance 1/2 Zip ,HCC,XL,1,In,TRUE,Lightspeed Giftcard,,ALYSSA,1348,2168,1379,TRUE,
2/11/2021,V431,Aim Pant,CCL,34,1,In,TRUE,Lightspeed Giftcard,,ALYSSA,1348,2168,1379,TRUE,
2/11/2021,V164,Ace Polo,LTG,M,1,In,TRUE,Lightspeed Giftcard,,ALYSSA,1348,2168,1379,TRUE,
2/11/2021,VW303,Performance Jogger,HCA,S,1,In,TRUE,Lightspeed Giftcard,,ALYSSA,1348,2168,1379,TRUE,
2/11/2021,V430,Meta Pant,BIR,34,1,In,TRUE,Lightspeed Return,,ALYSSA,1337,2151,1345,TRUE,
2/11/2021,VW345,Racer High Rise,BHB,M,1,Out,TRUE,Damaged,,ALYSSA,1414149,,1371,TRUE,
2/11/2021,VW303,Performance Jogger,HCC,M,1,Out,TRUE,Damaged,,ALYSSA,1414149,,1371,TRUE,
2/11/2021,VW303,Performance Jogger,BLK,M,1,Out,TRUE,Damaged,,ALYSSA,1414149,,1371,TRUE,
2/11/2021,VW303,Performance Jogger,HNV,M,1,Out,TRUE,Damaged,,ALYSSA,1414149,,1371,TRUE,
2/11/2021,V126,Strato Tech Tee,HST,XXL,1,Out,TRUE,Damaged,,ALYSSA,1414149,,1371,TRUE,
2/11/2021,VW325,Elevation Performance Legging,HCE,XS,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/11/2021,V430,Meta Pant,CCL,34,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/11/2021,V430,Meta Pant,BIR,34,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/11/2021,VW303,Performance Jogger,HCA,S,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/17/2021,V302,Kore Short,OTB,S,1,In,TRUE,Lightspeed Return,,MMG,1348,2170,1382,TRUE,
2/17/2021,V344,Ponto Short,HBG,S,1,In,TRUE,Lightspeed Return,,MMG,1348,2170,1382,TRUE,
2/17/2021,V242,Seaside Hoodie,SAL,S,1,In,TRUE,Lightspeed Return,,MMG,1348,2170,1382,TRUE,
2/17/2021,VW329,Pace Legging,CER,S,1,In,TRUE,Lightspeed Return,,MMG,1348,2170,1382,TRUE,
2/13/2021,VW425,Halo Wideleg Pant,HTE,M,1,In,TRUE,Lightspeed Giftcard,,CONNOR,1348,2168,1379,TRUE,
2/17/2021,V101,Tuvalu Tee,INK,XL,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/17/2021,V418,Ponto Performance Pant,HTI,XL,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/17/2021,VW222,Mudra Top,LHG,XS,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/17/2021,VW329,Pace Legging,BLK,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/17/2021,V330,Banks Short,CCT,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/17/2021,V302,Kore Short,BWC,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/17/2021,V302,Kore Short,OTB,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/17/2021,V302,Kore Short,GHE,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/17/2021,VW123,Energy Top,WHT,XS,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/17/2021,V109,Tradewind Performance Tee,HSG,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/17/2021,VW347,Laguna Lounge Pant,NAT,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/17/2021,VW433,Collins Chino Pant,CCO,30,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/17/2021,VW303,Performance Jogger,HCC,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/17/2021,VW235,Restore Crew,BIS,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/17/2021,VW303,Performance Jogger,BCM,XS,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/17/2021,VW189,Rib Crop Tank,TER,XS,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/17/2021,V175,Austin Henley,HCC,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/17/2021,V302,Kore Short,BWC,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/17/2021,V367,"Kore Short 5""",PTL,L,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/17/2021,VW303,Performance Jogger,HCC,XS,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/17/2021,VW226,Halo Essential Hoodie,BCM,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/17/2021,VW303,Performance Jogger,HCE,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/17/2021,VW142,Plyo Tank,BLK,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/17/2021,VW329,Pace High Rise Legging,CER,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/17/2021,VW329,Pace Legging,CER,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1348,2168,1379,TRUE,
2/17/2021,VW329,Pace Legging,CER,S,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/17/2021,VW303,Performance Jogger,CER,S,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/17/2021,V188,Strato Tech Polo,HCC,XL,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/17/2021,V429,Fleet Pant,BLK,M,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/17/2021,V126,Strato Tech Tee,HNV,L,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/17/2021,VW418,Daily Joggers,TER,XS,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/17/2021,VW241,L/S Halo Crew,HFL,M,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,V164,Ace Polo,IND,M,1,Out,TRUE,Damaged,,M MG,1414149,,1371,TRUE,
2/18/2021,VW347,Laguna Lounge Pant,HZL,S,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,VW325,Elevation Legging,BCM,M,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,VW323,Daily Legging,BLK,S,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,VW323,Daily Legging,SPC,M,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,V433,Collins Chino Pant,CCO,32,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,VW323,Daily Legging,CCL,S,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,V430,Meta Pant,BLK,36,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,V164,Ace Polo,LTG,XXL,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,VW323,Daily Legging,OCE,S,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,V218,Jeffrey's Pullover,HTG,L,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,V418,Ponto Performance Pant,HBG,S,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,VW323,Daily Legging,INK,XS,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,VW323,Daily Legging,INK,XL,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,VW430,Meta Pant,DOR,28,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,VW404,Wayfarer Pant,BLK,S,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,VW427,Lux Harem ,HCA,M,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,VW339,Halo Performance Short,HDS,S,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,VW133,Daydream Crew,LHG,S,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,VW409,Clean Elevation Legging,HOR,XL,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,VW240,L/S Solstice Tee,HCA,S,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,VW324,Summits Woven Jogger,FIG,M,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,VW303,Daily Jogger,HCC,S,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,VW323,Daily Jogger,BCM,S,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,VW418,Daily Jogger,ORE,M,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,V218,Jeffrey's Pullover,HTG,L,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,VW303-L,Performance Jogger,HCC,S,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/18/2021,VW304,Clementine short,LHG,S,1,Out,TRUE,Damaged,,MMG,1414149,,1371,TRUE,
2/22/2021,VW329,Pace Legging,INK,XS,1,In,TRUE,Lightspeed Giftcard,,MMG,1355,2184,1391,TRUE,
2/22/2021,VW123,Energy Top,HCE,XS,1,In,TRUE,Lightspeed Giftcard,,MMG,1355,2184,1391,TRUE,
2/22/2021,VW304,Clementine Short,SPC,XS,1,In,TRUE,Lightspeed Giftcard,,MMG,1355,2184,1391,TRUE,
2/22/2021,VW339,Halo Performance Short,HTG,XS,1,In,TRUE,Lightspeed Giftcard,,MMG,1355,2184,1391,TRUE,
2/22/2021,V218,Jeffreys Pullover,HTG,L,1,In,TRUE,Lightspeed Giftcard,,MMG,1355,2184,1391,TRUE,
2/22/2021,VW303,Performance Jogger,BLK,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1355,2184,1391,TRUE,
2/22/2021,V418,Ponto Performance Pant,BLK,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1355,2184,1391,TRUE,
2/22/2021,VW303,Performance Jogger,BCM,XS,1,In,TRUE,Lightspeed Giftcard,,MMG,1355,2184,1391,TRUE,
2/22/2021,VW303,Performance Jogger,HCC,XS,1,In,TRUE,Lightspeed Giftcard,,MMG,1355,2184,1391,TRUE,
2/22/2021,VW325,Elevation Performance Leggings,LHG,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1355,2184,1391,TRUE,
2/22/2021,VW123,Energy Top,WHT,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1355,2184,1391,TRUE,
2/22/2021,VW303,Performance Leggings,HNV,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1355,2184,1391,TRUE,
2/22/2021,VW401,Ripstop Pants,CCL,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1355,2184,1391,TRUE,
2/22/2021,VW303,Performance Jogger,HTG,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1355,2184,1391,TRUE,
2/22/2021,VW303,Performance Jogger,BLK,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1355,2184,1391,TRUE,
2/22/2021,V525,Palisades Rain Jacket,BLK,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1355,2184,1391,TRUE,
2/22/2021,VW329,Pace Legging,OCT,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1355,2184,1391,TRUE,
2/22/2021,VW240,L/S Solstice,HCA ,XS,1,In,TRUE,Lightspeed Giftcard,,MMG,1355,2184,1391,TRUE,
2/22/2021,V201,Movement Hoodie,HTG,L,1,In,TRUE,Lightspeed Giftcard,,MMG,1356,2185,1393,TRUE,
2/22/2021,V109,Tradewind Performance Tee,HCL,S,1,In,TRUE,Lightspeed Giftcard,,MMG,1356,2185,1393,TRUE,
2/22/2021,V109,Tradewind Performance Tee,BLK,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1356,2185,1393,TRUE,
2/22/2021,V242,Seaside Hoodie,CCO,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1356,2185,1393,TRUE,
2/22/2021,V109,Tradewind Performance Tee,BLK,M,1,In,TRUE,Lightspeed Giftcard,,MMG,1356,2185,1393,TRUE,
2/22/2021,VW304,Clementine Short,SPC,XS,1,Out,TRUE,Damaged,,MMG,1419682,,1395,TRUE,
2/22/2021,VW123,Energy Top,HCE,XS,1,Out,TRUE,Damaged,,MMG,1419682,,1395,TRUE,
2/22/2021,V344,Ponto Short,HCC,M,1,Out,TRUE,Damaged,,MMG,1419682,,1395,TRUE,
2/22/2021,V430,Meta Pant,NVY,30,1,Out,TRUE,Damaged,,MMG,1419682,,1395,TRUE,
2/22/2021,V429,Fleet Pant,BLK,L,1,Out,TRUE,Damaged,,MMG,1419682,,1395,TRUE,
2/22/2021,VW303,Performance Joggers,HCC,S,1,Out,TRUE,Damaged,,MMG,1419682,,1395,TRUE,
2/22/2021,VW323,Daily Leggings,CCL,M,1,Out,TRUE,Damaged,,MMG,1419682,,1395,TRUE,
2/22/2021,VW323,Daily Leggings,SPC,M,1,Out,TRUE,Damaged,,MMG,1419682,,1395,TRUE,
2/22/2021,VW303,Performance Joggers,BLK,M,1,Out,TRUE,Damaged,,MMG,1419682,,1395,TRUE,
2/22/2021,VW201,Halo Performance Hoodie,HCE,M,1,Out,TRUE,Damaged,,MMG,1419682,,1395,TRUE,
2/23/2021,VW303,Performance Joggers,HNV,S,1,Out,TRUE,Damaged,,MMG,1420033,,1394,TRUE,
2/23/2021,V412-L,Ripstop Climber Pant - Long,CCL,L,1,Out,TRUE,Damaged,,MMG,1420033,,1394,TRUE,
2/23/2021,V178,L/S Strato Tech Tee,HNV,L,1,Out,TRUE,Damaged,,MMG,1420033,,1394,TRUE,
2/23/2021,VW323,Daily Joggers,CCL,M,1,Out,TRUE,Damaged,,MMG,1420033,,1394,TRUE,
2/23/2021,V512,Outdoor Trainer Shell,BCM,L,1,Out,TRUE,Damaged,,MMG,1420033,,1394,TRUE,
2/23/2021,VW303`,Performance Joggers,BCM,L,1,Out,TRUE,Damaged,,MMG,1420033,,1394,TRUE,
2/23/2021,V430,Meta Pant,ORG,30,1,Out,TRUE,Damaged,,MMG,1420033,,1394,TRUE,
2/23/2021,VW235,Restore Crew,WBL,S,1,Out,TRUE,Damaged,,MMG,1420033,,1394,TRUE,
