 ,,,,,,,For Andrew ,,,,,,,,
Date,SKU,Style,Color,Size,Quantity,In/Out,"Processed
(Stocky)",Notes (LightSpeed Return or Damaged),"Reason For
Defect/Damaged",Your Name,FC Batch / INV #,FC Control #,SHOPIFY,"Processed
(FC)",
11/22/2020,VW329,Pace high rise legging,CLD,XS,1,In,TRUE,Lightspeed Return,,DIANE,1141,1853,1056,TRUE,
11/22/2020,V165,S/S Ever Henley,ORE,M,1,In,TRUE,Lightspeed Return,,DIANE,1141,1853,1056,TRUE,
2020-11-22,V412,Ripstop Climber Pant,ARM,M,1,Out,TRUE,Damaged,,DIANE,995840,,1051,TRUE,
11/22/2020,VW235,restore Crew,NAT,XL,1,Out,TRUE,Damaged,,DIANE,995840,,1051,TRUE,
2020-11-22,VW303,Performance jogger,HCC,S,1,Out,TRUE,Damaged,,DIANE,995840,,1051,TRUE,
11/22/2020,VW401,womens ripstop pant,HZL,S,1,Out,TRUE,Damaged,,DIANE,995840,,1051,TRUE,
11/22/2020,V109, tradewind tee,ARM,M,1,Out,TRUE,Damaged,,DIANE,995840,,1051,TRUE,
11/22/2020,VW201,Halo Essential Hoodie,BLK,M,1,Out,TRUE,Damaged,,DIANE,995840,,1051,TRUE,
11/23/2020,V177,L/S Tradewind Performance Tee,HTG,S,1,Out,TRUE,Damaged,,DIANE,995840,,1051,TRUE,
11/23/2020,VW325,Elevation legging ,HCE,L,1,Out,TRUE,Damaged,,DIANE,995840,,1051,TRUE,
11/23/2020,V330,Banks Short,AZL,L,1,In,TRUE,Lightspeed Return,,CAM,1141,1853,1056,TRUE,
11/23/2020,V302,Kore Short,CLD,M,1,In,TRUE,Lightspeed Return,,CAM,1141,1853,1056,TRUE,
11/23/2020, V344,Ponto Short,HTI, M,1,In,TRUE,Lightspeed Return,,CAM,1141,1853,1056,TRUE,
11/23/2020,V302,Kore Short,PWC,M,1,In,TRUE,Lightspeed Return,,CAM,1141,1853,1056,TRUE,
11/23/2020,VW303,Performance Jogger,BLK,M,1,In,TRUE,Lightspeed Return,,CAM,1141,1853,1056,TRUE,
11/23/2020,VW364,Womens Ripstop Short,COP,M,1,In,TRUE,Lightspeed Return,,CAM,1141,1853,1056,TRUE,
11/23/2020,V430,Meta Pant,NVY,33,1,In,TRUE,Lightspeed Return,,CAM,1141,1853,1056,TRUE,
11/23/2020,V176,Waffle Crew,LHG,S,1,In,TRUE,Lightspeed Return,,CAM,1141,1853,1056,TRUE,
11/23/2020,V430,Meta Pant,BLK,33,1,In,TRUE,Lightspeed Return,,CAM,1141,1853,1056,TRUE,
11/23/2020,VW516,Women's Alpine Sherpa Jacket,NAT,M,1,In,TRUE,Lightspeed Giftcard,,CAM,1140,1852,1055,TRUE,
11/23/2020,V201,Movement Hoodie,HBK,L,1,In,TRUE,Lightspeed Giftcard,,CAM,1140,1852,1055,TRUE,
11/24/2020,V224,Ponto performance crew,HCC,S,1,In,TRUE,Lightspeed Giftcard,,DIANE,1140,1852,1055,TRUE,
11/24/2020,V416,Sunday performance Jogger,BLK,S,1,In,TRUE,Lightspeed Giftcard,,DIANE,1140,1852,1055,TRUE,
11/24/2020,V416,Sunday performance Jogger,HCC,S,1,In,TRUE,Lightspeed Giftcard,,DIANE,1140,1852,1055,TRUE,
11/24/2020,V416,Sunday performance Jogger,OXB,L,1,In,TRUE,Lightspeed Giftcard,,DIANE,1140,1852,1055,TRUE,
11/24/2020,VW303,Performace jogger,nvy,S,1,In,TRUE,Lightspeed Giftcard,,diane,1140,1852,1055,TRUE,
11/24/2020,VW323,Daily legging,BCM,L,1,In,TRUE,Lightspeed Giftcard,,DIANE,1140,1852,1055,TRUE,
11/24/2020,V820,California Beanie,BER,ONS,1,Out,TRUE,Damaged,,DIANE,995840,,1051,TRUE,
11/24/2020,VW323,Daily legging,BCM,S,1,Out,TRUE,Damaged,,DIANE,995840,,1051,TRUE,
11/24/2020,VW323,daily legging,BLK,S,1,Out,TRUE,Damaged,,DIANE,995840,,1051,TRUE,
11/24/2020,VW323,Daily legging,BLK,S,1,Out,TRUE,Damaged,,DIANE,995840,,1051,TRUE,
11/24/2020,V126,Strato Tech Tee,HCO,L,1,Out,TRUE,Damaged,,DIANE,995840,,1051,TRUE,
11/24/2020,VW323,Daily legging,BCM,L,1,Out,TRUE,Damaged,,DIANE,995840,,1051,TRUE,
11/24/2020,VW303,Performance jogger,nvy,S,1,Out,TRUE,Damaged,,DIANE,995840,,1051,TRUE,
11/24/2020,vw418,daily jogger,HZL,XS,1,In,TRUE,Lightspeed Return,,DIANE,1153,1873,1086,TRUE,
2020-11-25,vw418,daily joger,BLK,XL,1,In,TRUE,Lightspeed Return,,DIANE,1153,1873,1086,TRUE,
11/25/2020,V126,Strato Tech Tee,HCC,XL,1,In,TRUE,Lightspeed Return,,DIANE,1153,1873,1086,TRUE,
11/25/2020,VW323,Daily legging,BCM,S,1,In,TRUE,Lightspeed Return,,DIANE,1153,1873,1086,TRUE,
11/25/2020,VW409,clean elevation leggings,HBF,S,1,In,TRUE,Lightspeed Return,,DIANE,1153,1873,1086,TRUE,
11/25/2020,VW303,Performance jogger,BLK,S,1,In,TRUE,Lightspeed Giftcard,,DIANE,1153,1874,1088,TRUE,
11/25/2020,V224,Ponto crew,BLK,L,1,In,TRUE,Lightspeed Giftcard,,DIANE,1153,1874,1088,TRUE,
11/25/2020, V164,Ace polo,LTG,M,1,In,TRUE,Lightspeed Giftcard,,DIANE,1153,1874,1088,TRUE,
11/25/2020,VW329,Pace high rise legging,CER,S,1,In,TRUE,Lightspeed Giftcard,,DIANE,1153,1874,1088,TRUE,
11/25/2020,V956,Lines tee,white,M,1,In,TRUE,Lightspeed Giftcard,,DIANE,1153,1874,1088,TRUE,
11/25/2020,V956,Lines tee,BLK,M,1,In,TRUE,Lightspeed Giftcard,,DIANE,1153,1874,1088,TRUE,
11/25/2020,V416,Sunday performance Jogger,OXB,L,1,In,TRUE,Lightspeed Giftcard,,DIANE,1153,1874,1088,TRUE,
11/25/2020,V317,Sonic seamless short,GLN,33,1,In,TRUE,Lightspeed Giftcard,,DIANE,1153,1874,1088,TRUE,
11/25/2020,V154,Bishop S/S Button down,LTG,M,1,In,TRUE,Lightspeed Giftcard,,DIANE,1153,1874,1088,TRUE,
11/25/2020,V430,Meta Pant,BLK,32,1,In,TRUE,Lightspeed Giftcard,,DIANE,1153,1874,1088,TRUE,
11/25/2020,V317,Sonic seamless short,GLN,33,1,Out,TRUE,Damaged,,DIANE,1048187,,1087,TRUE,
11/25/2020,V224,Ponto crew,BLK,L,1,Out,TRUE,Damaged,,DIANE,1048187,,1087,TRUE,
11/25/2020,VW303,Perfomance jogger,BLK,S,1,Out,TRUE,Damaged,,DIANE,1048187,,1087,TRUE,
11/25/2020,V126,Strato Tech Tee,HCC,XL,1,Out,TRUE,Damaged,,DIANE,1048187,,1087,TRUE,
11/25/2020,VW418,Daily jogger,BLK,XL,1,Out,TRUE,Damaged,,DIANE,1048187,,1087,TRUE,
11/25/2020,VW409,Clean elevation leggings,HBF,S,1,Out,TRUE,Damaged,,DIANE,1048187,,1087,TRUE,
11/25/2020,VW323,Daily legging,BCM,S,1,Out,TRUE,Damaged,,DIANE,1048187,,1087,TRUE,
11/25/2020,V431,Aim pant,CCL,38,1,Out,TRUE,Damaged,,DIANE,1048187,,1087,TRUE,
11/25/2020,VW303,Performance jogger,HCL,XS,1,Out,TRUE,Damaged,,DIANE,1048187,,1087,TRUE,
11/27/2020,VW323,Daily legging,BCM,S,1,Out,TRUE,Damaged,,DIANE,1048187,,1087,TRUE,
11/29/2020,VW325,Clean elevation leggings,HCE,XS,1,In,TRUE,Lightspeed Giftcard,,DIANE,1153,1874,1088,TRUE,
11/29/2020,v315,Banks,BLK,M,1,In,TRUE,Lightspeed Giftcard,,DIANE,1153,1874,1088,TRUE,
11/29/2020,V302,Kore short,BLK,M,1,In,TRUE,Lightspeed Giftcard,,DIANE,1153,1874,1088,TRUE,
11/29/2020,VW323,Clean elevation leggings,HCE,XS,1,In,TRUE,Lightspeed Giftcard,,DIANE,1153,1874,1088,TRUE,
11/29/2020,VW323,Daily legging,ORE,XS,1,In,TRUE,Lightspeed Giftcard,,DIANE,1153,1874,1088,TRUE,
11/29/2020,VW359,Rythm short,DSK,S,1,In,TRUE,Lightspeed Giftcard,,DIANE,1153,1874,1088,TRUE,
11/29/2020,V344,Ponto short,BLK,L,1,In,TRUE,Lightspeed Giftcard,,DIANE,1153,1874,1088,TRUE,
11/29/2020,V341,Trail short,CCS,L,1,In,TRUE,Lightspeed Return,,DIANE,1153,1873,1086,TRUE,
11/29/2020,VW235,Restore Crew,GDN,S,1,In,TRUE,Lightspeed Return,,DIANE,1153,1873,1086,TRUE,
11/29/2020,VW418,Daily jogger,ORE,M,1,In,TRUE,Lightspeed Return,,DIANE,1153,1873,1086,TRUE,
11/29/2020,VW418,Daily jogger,HZL,M,1,In,TRUE,Lightspeed Return,,DIANE,1153,1873,1086,TRUE,
11/29/2020,V2222,Ponto performance crew,HCC,L,1,In,TRUE,Lightspeed Return,,DIANE,1153,1873,1086,TRUE,
11/29/2020,VW409,Clean elevation leggings,HCC,XS,1,In,TRUE,Lightspeed Return,,DIANE,1153,1873,1086,TRUE,
11/29/2020,V416,Sunday jogger,HCC,M,1,In,TRUE,Lightspeed Return,,DIANE,1153,1873,1086,TRUE,
11/29/2020,V169,Uluwatu water hoodie,HCC,S,1,In,TRUE,Lightspeed Return,,DIANE,1153,1873,1086,TRUE,
11/29/2020,VW418,Daily jogger,HZL,S,1,In,TRUE,Lightspeed Return,,DIANE,1153,1873,1086,TRUE,
11/29/2020,VW418,Daily jogger,HZL,M,1,In,TRUE,Lightspeed Return,,DIANE,1153,1873,1086,TRUE,
11/29/2020,V302,"KORE 5""",BWC,M,1,In,TRUE,Lightspeed Return,,DIANE,1153,1873,1086,TRUE,
11/29/2020,V416,Sunday Jogger,HCC,M,1,Out,TRUE,Damaged,,DIANE,1048187,,1087,TRUE,
11/29/2020,VW418,Daily jogger,HZL,S,1,Out,TRUE,Damaged,,DIANE,1048187,,1087,TRUE,
11/29/2020,VW418,Daily jogger,HZL,M,1,Out,TRUE,Damaged,,DIANE,1048187,,1087,TRUE,
11/29/2020,V302,"Kore 5""",BWC,M,1,Out,TRUE,Damaged,,DIANE,1048187,,1087,TRUE,
11/29/2020,V341,Trail short,CCS,L,1,Out,TRUE,Damaged,,DIANE,1048187,,1087,TRUE,
11/29/2020,V302,Kore short,BLK,M,1,Out,TRUE,Damaged,,DIANE,1048187,,1087,TRUE,
11/29/2020,V315,Banks,BLK,M,1,Out,TRUE,Damaged,,DIANE,1048187,,1087,TRUE,
11/29/2020,VW323,Clean elevation leggings,HCE,XS,2,Out,TRUE,Damaged,,DIANE,1048187,,1087,TRUE,
11/29/2020,VW133,daydream Crew,LHG,L,1,Out,TRUE,Damaged,,DIANE,1048187,,1087,TRUE,
11/30/2020,VW169,Mudra Fitted Tee,BLK,XS,1,In,TRUE,Lightspeed Return,,CAM,1153,1873,1086,TRUE,
11/30/2020,VW142,Plyo Tank,CCL,XS,1,In,TRUE,Lightspeed Return,,CAM,1153,1873,1086,TRUE,
12/3/2020,V412,Ripstop Climber Pant,IND,L,1,In,TRUE,Lightspeed Giftcard,,ABRAM,1155,1876,1094,TRUE,
12/3/2020,VW304,Clementine Short,LHG,M,1,In,TRUE,Lightspeed Giftcard,,ABRAM,1155,1876,1094,TRUE,
12/3/2020,VW133,daydream Crew,LHG,XS,1,In,TRUE,Lightspeed Giftcard,,ABRAM,1155,1876,1094,TRUE,
12/3/2020,VW303,Performance Jogger,HCC,XS,1,In,TRUE,Lightspeed Giftcard,,ABRAM,1155,1876,1094,TRUE,
12/3/2020,VW222,Mudra Top,LHG,M,1,In,TRUE,Lightspeed Giftcard,,ABRAM,1155,1876,1094,TRUE,
12/3/2020,VW135,Madeline Sports Bra,FIG,L,1,In,TRUE,Lightspeed Giftcard,,ABRAM,1155,1876,1094,TRUE,
12/3/2020,VW135,Madeline Sports Bra,BLK,L,1,In,TRUE,Lightspeed Giftcard,,ABRAM,1155,1876,1094,TRUE,
12/3/2020,V302,Kore short,BLK,XL,1,In,TRUE,Lightspeed Giftcard,,ABRAM,1155,1876,1094,TRUE,
12/3/2020,V126,Strato Tech Tee,HNV,XL,1,In,TRUE,Lightspeed Giftcard,,ABRAM,1155,1876,1094,TRUE,
12/3/2020,V234,Ponto Track Jacket,HCC,XL,1,In,TRUE,Lightspeed Return,,ABRAM,1156,1877,1095,TRUE,
12/3/2020,VW303,Performance Jogger,HCE,XS,1,In,TRUE,Lightspeed Return,,ABRAM,1156,1877,1095,TRUE,
12/3/2020,VW418,Daily Jogger,ORE,S,1,In,TRUE,Lightspeed Return,,ABRAM,1156,1877,1095,TRUE,
12/3/2020,VW170,L/S Coast Tee,DSK,M,1,In,TRUE,Lightspeed Return,,ABRAM,1156,1877,1095,TRUE,
12/3/2020,VW418,Daily Jogger,ORE,S,1,Out,TRUE,Damaged,,ABRAM,1055334,,1096,TRUE,
12/3/2020,VW170,L/S Coast Tee,DSK,M,1,Out,TRUE,Damaged,,ABRAM,1055334,,1096,TRUE,
12/3/2020,V234,Ponto Track Jacket,HCC,XL,1,Out,TRUE,Damaged,,ABRAM,1055334,,1096,TRUE,
12/3/2020,VW226,Halo Essential Hoodie,HCL,S,1,Out,TRUE,Damaged,,ABRAM,1055334,,1096,TRUE,
12/3/2020,V412,Ripstop Climber Pant,BLK,L,1,Out,TRUE,Damaged,,ABRAM,1055334,,1096,TRUE,
12/3/2020,V406,Balboa Pant,BLK,S,1,Out,TRUE,Damaged,,ABRAM,1055334,,1096,TRUE,
12/3/2020,V820,California Beanie,BER,ONS,1,Out,TRUE,Damaged,,ABRAM,1055334,,1096,TRUE,
12/3/2020,V302,Kore short,BLK,M,1,Out,TRUE,Damaged,,ABRAM,1055334,,1096,TRUE,
12/3/2020,V418,Ponto Performance Pant,BLK,S,1,Out,TRUE,Damaged,,ABRAM,1055334,,1096,TRUE,
12/3/2020,VW516,Women's Alpine Sherpa,NAT,S,1,Out,TRUE,Damaged,,ABRAM,1055334,,1096,TRUE,
12/3/2020,VW323,Daily Legging,BCM,M,1,Out,TRUE,Damaged,,ABRAM,1055334,,1096,TRUE,
12/3/2020,VW329,Pace Legging,BLK,M,1,Out,TRUE,Damaged,,ABRAM,1055334,,1096,TRUE,
12/4/2020,VW303-L,Performance Jogger,HTG,L,1,In,TRUE,Lightspeed Return,,CAM,1156,1877,1095,TRUE,
12/4/2020,V178,L/S Strato Tech Tee,HCC,M,1,In,TRUE,Lightspeed Giftcard,,CAM,1155,1876,1094,TRUE,
12/4/2020,VW503,Pacific Vest,BKL,L,1,In,TRUE,Lightspeed Giftcard,,CAM,1155,1876,1094,TRUE,
12/4/2020,V344,Ponto Short,HCC,M,1,In,TRUE,Lightspeed Giftcard,,CAM,1155,1876,1094,TRUE,
12/4/2020,VW304,Clementine Short,BWC,S,1,In,TRUE,Lightspeed Giftcard,,CAM,1155,1876,1094,TRUE,
12/4/2020,VW303,Performance Jogger,HCE,L,1,In,TRUE,Lightspeed Giftcard,,CAM,1155,1876,1094,TRUE,
12/4/2020,VW201,Halo Performance Hoodie,HCE,L,1,In,TRUE,Lightspeed Giftcard,,CAM,1155,1876,1094,TRUE,
12/4/2020,VW201,Halo Performance Hoodie,HCE,M,1,In,TRUE,Lightspeed Giftcard,,CAM,1155,1876,1094,TRUE,
12/4/2020,VW158,Daily Bra,BLK,S,1,In,TRUE,Lightspeed Giftcard,,CAM,1155,1876,1094,TRUE,
12/4/2020,V412,Ripstop Climber Pant,ARM,M,1,In,TRUE,Lightspeed Giftcard,,CAM,1155,1876,1094,TRUE,
12/5/2020,VW361,Tavi Short,GRL,XS,1,In,TRUE,Lightspeed Return,,JUD,1156,1877,1095,TRUE,
12/5/2020,VW361,Tavi Short,IMP,XS,1,In,TRUE,Lightspeed Return,,JUD,1156,1877,1095,TRUE,
12/5/2020,V412,Ripstop Climber Pant,ARM,S,1,In,TRUE,Lightspeed Return,,JUD,1156,1877,1095,TRUE,
12/5/2020,V412,Ripstop Climber Pant,BLK,S,1,In,TRUE,Lightspeed Return,,JUD,1156,1877,1095,TRUE,
12/5/2020,V412,Ripstop Climber Pant,IND,S,1,In,TRUE,Lightspeed Return,,JUD,1156,1877,1095,TRUE,
12/5/2020,VW361,Tavi Short,GRL,XS,1,Out,TRUE,Damaged,,JUD,1055334,,1096,TRUE,
12/5/2020,VW361,Tavi Short,IMP,XS,1,Out,TRUE,Damaged,,JUD,1055334,,1096,TRUE,
12/5/2020,V412,Ripstop Climber Pant,ARM,S,1,Out,TRUE,Damaged,,JUD,1055334,,1096,TRUE,
12/5/2020,V412,Ripstop Climber Pant,BLK,S,1,Out,TRUE,Damaged,,JUD,1055334,,1096,TRUE,
12/5/2020,V412,Ripstop Climber Pant,IND,S,1,Out,TRUE,Damaged,,JUD,1055334,,1096,TRUE,
12/7/2020,V412,Ripstop Climber Pant,IND,M,1,In,TRUE,Lightspeed Giftcard,,DIANE,1155,1876,1094,TRUE,
12/7/2020,V412,Ripstop Climber Pant,IND,XXL,1,In,TRUE,Lightspeed Giftcard,,DIANE,1155,1876,1094,TRUE,
12/7/2020,VW303,Performance jogger,HCA,M,1,In,TRUE,Lightspeed Giftcard,,DIANE,1155,1876,1094,TRUE,
12/7/2020,V406,Balboa pant,HTG,XL,1,In,TRUE,Lightspeed Giftcard,,DIANE,1155,1876,1094,TRUE,
12/7/2020,VW303,Perofrmance jogger,BCM,M,1,In,TRUE,Lightspeed Giftcard,,DIANE,1155,1876,1094,TRUE,
12/7/2020,VW303,Perofrmance jogger,BLK,S,1,In,TRUE,Lightspeed Giftcard,,DIANE,1155,1876,1094,TRUE,
12/7/2020,VW201,Halo Performance Hoodie,BLK,XS,1,In,TRUE,Lightspeed Giftcard,,DIANE,1155,1876,1094,TRUE,
12/7/2020,V412,Ripstop Climber Pant,ARM,S,1,In,TRUE,Lightspeed Return,,DIANE,1156,1877,1095,TRUE,
12/7/2020,VW323,Daily legging,CCL,M,1,In,TRUE,Lightspeed Return,,DIANE,1156,1877,1095,TRUE,
12/7/2020,V302,Kore short,BLK,M,1,In,TRUE,Lightspeed Return,,DIANE,1156,1877,1095,TRUE,
12/7/2020,V315,Banks short,BLK,XL,1,In,TRUE,Lightspeed Return,,DIANE,1156,1877,1095,TRUE,
12/7/2020,V109,Tradewind Performance Tee,HCL,L,1,In,TRUE,Lightspeed Return,,DIANE,1156,1877,1095,TRUE,
12/7/2020,V417,Transit jogger,NVY,L,1,In,TRUE,Lightspeed Return,,DIANE,1156,1877,1095,TRUE,
12/7/2020,VW135,Madeline Sports Bra,FIG,XL,1,In,TRUE,Lightspeed Return,,DIANE,1156,1877,1095,TRUE,
2020-12-07,V101,Tuvalu tee,AMB,XXL,1,In,TRUE,Lightspeed Return,,DIANE,1179,1919,1106,TRUE,
12/7/2020,V512,Outdoor trainer shell,EVG,XXL,1,In,TRUE,Lightspeed Return,,DIANE,1179,1919,1106,TRUE,
12/7/2020,V512,Outdoor trainer shell,EVG,XXL,1,Out,TRUE,Damaged,,DIANE,1108651,,1107,TRUE,
12/7/2020,V101,Tuvalu tee,AMB,XXL,1,Out,TRUE,Damaged,,DIANE,1108651,,1107,TRUE,
12/7/2020,VW323,Daily legging,CCL,M,1,Out,TRUE,Damaged,,DIANE,1108651,,1107,TRUE,
12/7/2020,V315,Banks short,BLK,XL,1,Out,TRUE,Damaged,,DIANE,1108651,,1107,TRUE,
12/7/2020,V302,Kore short,BLK,M,1,Out,TRUE,Damaged,,DIANE,1108651,,1107,TRUE,
12/30/1899,VW123,Energy top,ORG,S,1,Out,TRUE,Damaged,,DIANE,1108651,,1107,TRUE,
12/7/2020,VW409,Clean elevation leggings,CCL,S,1,Out,TRUE,Damaged,,DIANE,1108651,,1107,TRUE,
12/7/2020,V406,Balboa pant,BLK,M,1,Out,TRUE,Damaged,,DIANE,1108651,,1107,TRUE,
12/7/2020,V412,RipStop pant,ARM,L,1,Out,TRUE,Damaged,,DIANE,1108651,,1107,TRUE,
12/7/2020,V429,Fleet pant,BLK,XL,1,Out,TRUE,Damaged,,DIANE,1108651,,1107,TRUE,
12/7/2020,VW409,Clean elevation leggings,CCL,S,1,Out,TRUE,Damaged,,DIANE,1108651,,1107,TRUE,
12/7/2020,VW409,Clean elevation leggings,CCL,M,1,Out,TRUE,Damaged,,DIANE,1108651,,1107,TRUE,
12/7/2020,VW133,daydream Crew,ORE,M,1,Out,TRUE,Damaged,,DIANE,1108651,,1107,TRUE,
12/7/2020,V367,"Kore short 5""",BWC ,S,1,Out,TRUE,Damaged,,DIANE,1108651,,1107,TRUE,
12/10/2020,VW323,Daily Legging,CCL,S,1,In,TRUE,Lightspeed Giftcard,,FRANK,1179,1920,1108,TRUE,
12/10/2020,VW303,Performance jogger,HCC,s,1,In,TRUE,Lightspeed Giftcard,,FRANK,1179,1920,1108,TRUE,
12/10/2020,VW233,Restore 1/2 Crew,NAT,M,1,In,TRUE,Lightspeed Giftcard,,FRANK,1179,1920,1108,TRUE,
12/10/2020,VW303,Performance Jogger,HCC,L,1,In,TRUE,Lightspeed Giftcard,,FRANK,1179,1920,1108,TRUE,
12/10/2020,V418,Ponto Performance Pant,BLK,XL,1,In,TRUE,Lightspeed Giftcard,,FRANK,1179,1920,1108,TRUE,
12/10/2020,V519,Durango 1/2 Zip,HBK,XXL,1,In,TRUE,Lightspeed Giftcard,,FRANK,1179,1920,1108,TRUE,
12/10/2020,VW303,Performance Jogger,HCA,S,1,In,TRUE,Lightspeed Return,,FRANK,1179,1919,1106,TRUE,
12/10/2020,VW303,Performance Jogger,HCA,M,1,In,TRUE,Lightspeed Return,,FRANK,1179,1919,1106,TRUE,
12/10/2020,VW303,Performance Jogger,BLK,S,1,In,TRUE,Lightspeed Return,,FRANK,1179,1919,1106,TRUE,
12/10/2020,V222,Ponto Performance Pullover,HCC,S,1,In,TRUE,Lightspeed Return,,FRANK,1179,1919,1106,TRUE,
12/10/2020,VW226,Halo Performance Hoodie,HML,M,1,In,TRUE,Lightspeed Return,,FRANK,1179,1919,1106,TRUE,
12/10/2020,V519,Durango 1/2 Zip,HBK,S,1,In,TRUE,Lightspeed Return,,FRANK,1179,1919,1106,TRUE,
12/10/2020,VW226,Halo Essential Hoodie,HCL,S,1,In,TRUE,Lightspeed Return,,FRANK,1179,1919,1106,TRUE,
12/10/2020,V126,Strato Tech Tee,HFI,L,1,In,TRUE,Lightspeed Return,,FRANK,1179,1919,1106,TRUE,
12/10/2020,V224,Ponto Performance Crew,HCC,L,1,In,TRUE,Lightspeed Return,,FRANK,1179,1919,1106,TRUE,
12/10/2020,V126,Strato Tech Tee,HFI,L,1,Out,TRUE,Damaged,,FRANK,1108651,,1107,TRUE,
12/10/2020,V411.01,Transition 5- Pocket Pant,CCL,32,1,Out,TRUE,Damaged,,FRANK,1108651,,1107,TRUE,
12/10/2020,V411.01,Transition 5- Pocket Pant,NVY,32,1,Out,TRUE,Damaged,,FRANK,1108651,,1107,TRUE,
12/10/2020,VW323,Daily Legging,CCL,S,1,Out,TRUE,Damaged,,FRANK,1108651,,1107,TRUE,
12/10/2020,V222,Ponto Performance Pant,HTG,M,1,Out,TRUE,Damaged,,FRANK,1108651,,1107,TRUE,
12/10/2020,V531,Alpine Sherpa Jacket,BLK,L,1,Out,TRUE,Damaged,,FRANK,1108651,,1107,TRUE,
12/10/2020,VW233,Restore 1/2 Zip,LHG,L,1,Out,TRUE,Damaged,,FRANK,1108651,,1107,TRUE,
12/10/2020,V528,Topanga Insulated Jacket,BLK,XXL,1,Out,TRUE,Damaged,,FRANK,1108651,,1107,TRUE,
12/10/2020,VW323,Daily Legging, CCL,M,1,Out,TRUE,Damaged,,FRANK,1108651,,1107,TRUE,
12/10/2020,VW325,Elevation Performance Leggins,BCM,M,1,Out,TRUE,Damaged,,FRANK,1108651,,1107,TRUE,
12/10/2020,VW323,Daily Legging,CCL,S,1,Out,TRUE,Damaged,,FRANK,1108651,,1107,TRUE,
12/10/2020,VW123,Energy Top,BLK,XS,1,Out,TRUE,Damaged,,FRANK,1108651,,1107,TRUE,
12/10/2020,VW325,Elevation Performance Leggins,HCE,S,1,Out,TRUE,Damaged,,FRANK,1108651,,1107,TRUE,
12/10/2020,VW323,Daily Leggings,BLK,S,1,Out,TRUE,Damaged,,FRANK,1108651,,1107,TRUE,
12/10/2020,VW323,Daily Leggings,FIG,S,1,Out,TRUE,Damaged,,FRANK,1108651,,1107,TRUE,
12/10/2020,V218,Jeffrey's Pullover,HTG,M,1,Out,TRUE,Damaged,,FRANK,1108651,,1107,TRUE,
12/10/2020,V366,"Banks Short 5""",BKL,S,1,Out,TRUE,Damaged,,FRANK,1108651,,1107,TRUE,
12/10/2020,VW409,Clean elevation Leggings,HCC,M,1,Out,TRUE,Damaged,,FRANK,1108651,,1107,TRUE,
12/10/2020,V418,Ponto Performance Pant,HTI,L,1,Out,TRUE,Damaged,,FRANK,1108651,,1107,TRUE,
12/10/2020,VW303,Performance Jogger,HCC,S,1,Out,TRUE,Damaged,,FRANK,1108651,,1107,TRUE,
12/10/2020,VW303-L,Performace Jogger,BLK,S,1,Out,TRUE,Damaged,,FRANK,1108651,,1107,TRUE,
12/14/2020,VW226,Halo Essential Hoodie,BCM,S,1,In,TRUE,Lightspeed Giftcard,,FRANK,1181,1923,1113,TRUE,
12/14/2020,VW201,Halo Performance Hoodie,HTG,XS,1,In,TRUE,Lightspeed Giftcard,,FRANK,1181,1923,1113,TRUE,
12/14/2020,V512,Outdoor trainer shell,BCM,M,1,In,TRUE,Lightspeed Giftcard,,FRANK,1181,1923,1113,TRUE,
12/14/2020,V416,Sunday Jogger,BLG,XL,1,In,TRUE,Lightspeed Giftcard,,FRANK,1181,1923,1113,TRUE,
12/14/2020,VW418,Daily Jogger,ORE,S,1,In,TRUE,Lightspeed Giftcard,,FRANK,1181,1923,1113,TRUE,
12/14/2020,V416,Sunday performance Jogger,HCC,XL,1,In,TRUE,Lightspeed Giftcard,,FRANK,1181,1923,1113,TRUE,
12/14/2020,V416,Sunday performance Jogger,BLK,XL,1,In,TRUE,Lightspeed Giftcard,,FRANK,1181,1923,1113,TRUE,
12/14/2020,V412,Ripstop Climber Pant,CCL,M,1,In,TRUE,Lightspeed Giftcard,,FRANK,1181,1923,1113,TRUE,
12/14/2020,V418,Ponto Performance Pant,HNV,L,1,In,TRUE,Lightspeed Giftcard,,FRANK,1181,1923,1113,TRUE,
12/14/2020,VW323,Daily Legging ,BLK,S,1,In,TRUE,Lightspeed Giftcard,,FRANK,1181,1923,1113,TRUE,
12/14/2020,V430,Meta Pant,CCL,32,1,In,TRUE,Lightspeed Giftcard,,FRANK,1181,1923,1113,TRUE,
12/14/2020,V330,Banks Short,BKS,L,1,In,TRUE,Lightspeed Giftcard,,FRANK,1181,1923,1113,TRUE,
12/14/2020,VW303,Performance Jogger,BLK,L,1,In,TRUE,Lightspeed Giftcard,,FRANK,1181,1923,1113,TRUE,
12/14/2020,VW145,Chole Tee,DDH,M,1,In,TRUE,Lightspeed Return,,FRANK,1181,1924,1114,TRUE,
12/14/2020,VW401,Womens Ripstop Pant,CCL,M,1,In,TRUE,Lightspeed Return,,FRANK,1181,1924,1114,TRUE,
12/14/2020,V416,Sunday Performance Jogger,BLK,L,1,In,TRUE,Lightspeed Return,,FRANK,1181,1924,1114,TRUE,
12/14/2020,VW340,Luna Jumpsuit,HPL,M,1,In,TRUE,Lightspeed Return,,FRANK,1181,1924,1114,TRUE,
12/14/2020,V430,Meta Pant,HVY,34,1,In,TRUE,Lightspeed Return,,FRANK,1181,1924,1114,TRUE,
