,,,,,,,For Andrew,,,For Andrew ,For Andrew ,For Andrew ,For Andrew 
Date,SKU,Style,Color,Size,Quantity,In/Out,"Processed
(Stocky)",Notes (LightSpeed Return or Damaged),Your Name,FC Batch / INV #,FC Control #,SHOPIFY,"Processed
(FC)"
2/2/2021,V126,Strato Tech Tee,HST,XXL,1,IN,TRUE,Gift return ,Savanah,1297,2085,1279,TRUE
2/2/2021,V126,Strato Tech Tee,COP,XXL,1,IN,TRUE,Gift return ,Savanah,1297,2085,1279,TRUE
2/2/2021,V527,Ripstop Jacket,TOB,XL,1,IN,TRUE,Gift return ,Savanah,1297,2085,1279,TRUE
2/2/2021,VW142,Plyo Tank,HCC,M,1,IN,TRUE,Gift return ,Savanah,1297,2085,1279,TRUE
2/2/2021,VW303-L,Performance Joggers,HCC,S,1,IN,TRUE,Gift return ,Savanah,1297,2085,1279,TRUE
2/2/2021,V221,Ease Performance 1/2 Zip,HCC,XL,2,IN,TRUE,Gift return ,Savanah,1297,2085,1279,TRUE
2/2/2021,V416,Sunday Performance Jogger,BLK,L,1,IN,TRUE,Gift return ,Savanah,1297,2085,1279,TRUE
2/2/2021,V218,Jeffery Pullover,HTI,L,1,IN,TRUE,Gift return ,Savanah,1297,2085,1279,TRUE
2/2/2021,VW201,Halo Performance Hoodie,HCE,M,1,IN,TRUE,Gift return ,Savanah,1297,2085,1279,TRUE
2/2/2021,V430,Meta Pant,DOR,32,1,IN,TRUE,Gift return ,Savanah,1297,2085,1279,TRUE
2/2/2021,VW329,Pace High Rise Legging,OCT,S,1,IN,TRUE,Gift return ,Savanah,1297,2085,1279,TRUE
2/2/2021,VW303-L,Performance Joggers,HCC,M,1,IN,TRUE,Gift return ,Savanah,1297,2085,1279,TRUE
2/2/2021,VW226,Halo Essential Hoodie,HDG,M,1,IN,TRUE,Gift return ,Savanah,1297,2085,1279,TRUE
2/2/2021,V416,Sunday Performance Jogger,BLG,XL,1,IN,TRUE,Gift return ,Savanah,1297,2085,1279,TRUE
2/2/2021,VW303,Performance Joggers,HCA,XL,1,IN,TRUE,Gift return ,Savanah,1297,2085,1279,TRUE
2/2/2021,VW243,Catalina Crew,HZL,S,1,IN,TRUE,Gift return ,Savanah,1297,2085,1279,TRUE
2/2/2021,V412,Ripstop Climber Pant,DOR,XL,1,IN,TRUE,Gift return ,Savanah,1297,2085,1279,TRUE
2/2/2021,V188,Strato Tech Polo,HOX,L,1,IN,TRUE,Gift return ,Savanah,1297,2085,1279,TRUE
2/2/2021,V109,Tradewind Tee,BLK,L,1,IN,TRUE,Gift return ,Savanah,1297,2085,1279,TRUE
2/2/2021,VW202,Performance Jogger,HCE,M,1,IN,TRUE,Gift return ,Savanah,1297,2085,1279,TRUE
2/2/2021,V416,Sunday Performance Jogger,IND,M,1,IN,TRUE,Gift return ,Savanah,1297,2085,1279,TRUE
2/4/2021,VW409,Clean Elevation Legging ,HOR,M,1,OUT,TRUE,Damaged,Savanah,1349600,,1301,TRUE
2/7/2021,VW303,Performance Jogger,BLK,S,1,OUT,TRUE,Damaged,Savanah,1349600,,1301,TRUE
2/7/2021,VW233,Restore Half Zip,DSK,XL,1,OUT,TRUE,Damaged,Savanah,1349600,,1301,TRUE
2/7/2021,VW347,Laguna Lounge Pant,HTG,XL,1,OUT,TRUE,Damaged,Savanah,1349600,,1301,TRUE
2/7/2021,V242,Seaside Hoodie,IND,M,1,OUT,TRUE,Damaged,Savanah,1349600,,1301,TRUE
2/7/2021,VW108,Lux Tank,DHG,XS,1,OUT,TRUE,Damaged,Savanah,1349600,,1301,TRUE
2/7/2021,VW516,Women's Alpine Sherpa Jacket,ORE,XL,1,OUT,TRUE,Damaged,Savanah,1349600,,1301,TRUE
2/7/2021,VW303,Performance Jogger,HCA,L,1,OUT,TRUE,Damaged,Savanah,1349600,,1301,TRUE
2/7/2021,VW323,Daily Legging ,CCL,XS,1,OUT,TRUE,Damaged,Savanah,1349600,,1301,TRUE
2/7/2021,VW303,Performance Jogger,HNV,XS,1,OUT,TRUE,Damaged,Savanah,1349600,,1301,TRUE
2/7/2021,VW347,Laguna Lounge Pant,HZL,S,1,OUT,TRUE,Damaged,Savanah,1349600,,1301,TRUE
2/7/2021,V416,Sunday Performance Jogger,TOH,XL,1,OUT,TRUE,Damaged,Savanah,1349600,,1301,TRUE
2/7/2021,VW329,Pace High Rise Legging,CER,XS,1,OUT,TRUE,Damaged,Savanah,1349600,,1301,TRUE
2/7/2021,VW409,Clean Elevation Legging ,HCC,M,1,OUT,TRUE,Damaged,Savanah,1349600,,1301,TRUE
2/7/2021,VW303,Performance Jogger,HCC,XS,1,OUT,TRUE,Damaged,Savanah,1349600,,1301,TRUE
2/7/2021,V126,Strato Tech Tee,HST,XL,1,OUT,TRUE,Damaged,Savanah,1349600,,1301,TRUE
2/7/2021,V412,Ripstop Climber Pant,ARM,L,1,OUT,TRUE,Damaged,Savanah,1349600,,1301,TRUE
2/7/2021,V406,Balboa Pant,BLK,M,1,OUT,TRUE,Damaged,Savanah,1349600,,1301,TRUE
2/7/2021,VW303-L,Performance Jogger,HCC,M,1,OUT,TRUE,Damaged,Savanah,1349600,,1301,TRUE
2/7/2021,VW226,Halo Essential Hoodie,HCC,M,1,OUT,TRUE,Damaged,Savanah,1349600,,1301,TRUE
2/9/2021,V518,Soco Zip Up,ORE,M,1,IN,TRUE,Gift Return ,Parker,1324,2131,1326,TRUE
2/9/2021,VW303,Performance Jogger,HCC,S,1,IN,TRUE,Gift return ,Parker,1324,2131,1326,TRUE
2/9/2021,VW303,Performance Jogger,BLK,M,1,IN,TRUE,Gift return ,Parker,1324,2131,1326,TRUE
2/9/2021,V330,Banks Short,BKL,M,1,IN,TRUE,Gift return ,Parker,1324,2131,1326,TRUE
2/9/2021,V416,Sunday Performance Jogger,IND,L,1,IN,TRUE,Gift return ,Parker,1324,2131,1326,TRUE
2/9/2021,V367,"Kore Short 5""",BWC,L,1,IN,TRUE,Gift return ,Parker,1324,2131,1326,TRUE
2/9/2021,VW303,Performance Jogger,HCL,S,1,IN,TRUE,Gift Return ,Parker,1324,2131,1326,TRUE
2/9/2021,V418,Ponto Performance Pant,BLK,M,1,IN,TRUE,Gift Return ,Parker,1324,2131,1326,TRUE
2/9/2021,VW303-L,Performance Jogger - Long,HCC,S,1,IN,TRUE,Gift Return ,Parker,1324,2131,1326,TRUE
2/9/2021,VW303,Performance Jogger,HTG,M,1,IN,TRUE,Gift Return ,Parker,1324,2131,1326,TRUE
2/9/2021,VW142,Plyo Tank,HDS,M,1,IN,TRUE,Gift Return ,Parker,1324,2131,1326,TRUE
2/9/2021,V344,Ponto Short,BLK,L,1,IN,TRUE,Gift Return ,Parker,1324,2131,1326,TRUE
2/9/2021,V314,Cruise Boardshort,CMD,32,1,IN,TRUE,Gift Return ,Parker,1324,2131,1326,TRUE
2/9/2021,VW303,Performance Jogger,BLK,L,1,IN,TRUE,Gift Return ,Parker,1324,2131,1326,TRUE
2/9/2021,VW303,Performance Jogger,HCL,M,1,IN,TRUE,Gift Return ,Parker,1324,2131,1326,TRUE
2/9/2021,VW201,Halo Performance Hoodie,HCE,M,1,IN,TRUE,Gift Return ,Parker,1324,2131,1326,TRUE
2/9/2021,V412,Ripstop Climber Pant,CCL,L,2,IN,TRUE,Gift Return ,Parker,1324,2131,1326,TRUE
2/9/2021,V412,Ripstop Climber Pant,ARM,L,1,IN,TRUE,Gift Return ,Parker,1324,2131,1326,TRUE
2/9/2021,V176,Waffle Crew,IND,L,1,IN,TRUE,Gift Return ,Parker,1324,2131,1326,TRUE
2/9/2021,V412,Ripstop Climber Pant,CCL,M,1,IN ,TRUE,Gift Return ,Parker,1324,2131,1326,TRUE
2/9/2021,V302,Kore Short,IND,M,1,IN,TRUE,Gift Return ,Parker,1324,2131,1326,TRUE
2/9/2021,VW516,Womens Alpine Sherpa ,HTG,S,1,IN,TRUE,Gift Return ,Parker,1324,2131,1326,TRUE
2/10/2021,V218,Jeffery Pullover,NAT,L,1,IN,TRUE,Giftcard,Savanah,1324,2131,1326,TRUE
2/9/2021,VW303,Performance Jogger,HNV,S,2,OUT,TRUE,Damage,Parker,1366171,,1325,TRUE
2/9/2021,VW401,Womens Ripstop Climber Pant,CCL,S,1,OUT,TRUE,Damage,Parker,1366171,,1325,TRUE
2/9/2021,VW123,Energy Top,WHT,S,1,OUT,TRUE,Damage,Parker,1366171,,1325,TRUE
2/9/2021,VW329,Pace High Rise Legging,BLK,L,1,OUT,TRUE,Damage,Parker,1366171,,1325,TRUE
2/9/2021,VW409,Clean Elevation Legging ,HOR,XS,1,OUT,TRUE,Damage,Parker,1366171,,1325,TRUE
2/9/2021,VW347,Laguna Lounge Pant,HTG,XS,1,OUT,TRUE,Damage,Parker,1366171,,1325,TRUE
2/9/2021,VW323,Daily Legging ,SPC,S,1,OUT,TRUE,Damage,Parker,1366171,,1325,TRUE
2/9/2021,V367,"Kore Short 5""",BLK,XL,1,OUT,TRUE,Damage,Parker,1366171,,1325,TRUE
2/9/2021,V418,Ponto Performance Pant,HTI,XL,1,OUT,TRUE,Damage,Parker,1366171,,1325,TRUE
2/9/2021,VW215,Faye Sweatshirt,Sage,S,1,OUT,TRUE,Damage,Parker,1366171,,1325,TRUE
2/9/2021,VW338,Chase Performance Short,BLK,M,1,OUT,TRUE,Damage,Parker,1366171,,1325,TRUE
2/9/2021,VW338,Chase Performance Short,TIDE,M,1,OUT,TRUE,Damage,Parker,1366171,,1325,TRUE
2/10/2021,VW226,Halo Essential Hoodie,HTG,M,1,OUT,TRUE,Damaged,Savanah,1366171,,1325,TRUE
2/10/2021,V416,Sunday Performance Jogger,OXB,M,1,OUT,TRUE,Damaged,Parker,1366171,,1325,TRUE
2/10/2021,V418,Ponto Performance Pant ,HTI,XXS,1,OUT,TRUE,Damaged,Parker,1366171,,1325,TRUE
2/10/2021,V820,California Beanie,HTG,ONS,1,IN,TRUE,Lightspeed return,Savanah,1347,2167,1384,TRUE
2/14/2021, V528,Topanga Insulated Jacket,ORE,XL,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/14/2021,V418,Ponto Performance Pant,HBG,L,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/14/2021,V416,Sunday Performance Jogger,BLK,XL,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/14/2021,V344,Ponto Short,HCC,L,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/14/2021,V344,Ponto Short,HCC,XL,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/14/2021,VW304,Clementine Short,BWC,S,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/14/2021,V344,Ponto Short,BLK,XL,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/14/2021,V302,Kore Short,BLK,XL,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/14/2021,V302,Kore Short,BLK,L,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/14/2021,V344,Ponto Short,BLK,L,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/14/2021,VW303-L,Performance Jogger- Long,HCC,M,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/14/2021,V837,Dunes Hat,BLK,ONS,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/16/2021,V418,Ponto Performance Pant,HTG,M,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/16/2021,VW401,Women's Ripstop Pant,CCL,S,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/16/2021,V224,Ponto Performance Crew,HTI,M,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/16/2021,VW303,Performance Jogger,HCA,M,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/16/2021,VW108,Lux Performance Tank,HCC,XS,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/16/2021,VW220,Cresent 1/2 Zip,HTG,S,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/16/2021,VW323,Daily Leggings,BLK,S,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/16/2021,VW325,Elevation Performance Legging ,LHG,S,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/16/2021,VW136,Elevation Bra,BCM,L,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/16/2021,VW303,Performance Jogger,HCA,S,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/16/2021,V418,Ponto Performance Pant,HCC,S,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/16/2021,VW323,Daily Legging,CCL,S,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/16/2021,VW303,Performance Jogger,HCL,S,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/16/2021,V416,Sunday Performance Jogger,BLK,XXL,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/16/2021,V406,Balboa Pant,CCO,M,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/16/2021,VW323,Daily Legging,BCM,S,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/16/2021,V418,Ponto Performance Pant,HTG,M,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/16/2021,VW303,Performance Jogger,BCM,S,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/16/2021,VW303-L,Performance Jogger,HCC,XL,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/16/2021,VW303,Performance Jogger,HCA,XS,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/16/2021,VW323,Daily Legging,Sierra,S,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/16/2021,V330,Banks short ,Amber,S,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/16/2021,V302,Kore Short,PTL,S,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/16/2021,VW108,Lux Performance Tank ,HIS,S,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/16/2021,VW235,Restore Crew,WBL,S,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/16/2021,VW170,L/S Coast Tee,ORE,S,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/16/2021,VW303,Performance Jogger,HCA,S,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/16/2021,V429,Fleet Pant,CCO,M,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/16/2021,V528,Topanga Insulated Jacket,BLK,L,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/16/2021,V344,Ponto Short,HFL,S,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/16/2021,VW241,L/S Halo Crew,HFL,M,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/16/2021,V412,Ripstop Climber Pant,KHK,L,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/16/2021,V416,Sunday Performance Jogger,BLK,XL,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/16/2021,VW347,Laguna Lounge Pant,INK,S,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/16/2021,VW427,Lux Harem,BLK,XS,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/16/2021,V367,"Kore Short 5""",PTL,XL,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/16/2021,VW303-L,Performance Jogger,HCC,S,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/16/2021,VW303,Performance Jogger,BLK,S,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/16/2021,V330,Banks Short ,Blue Camo,M,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/16/2021,V330,Banks Short ,Grey Camo,M,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/16/2021,V330,Banks Short ,XLT,L,1,OUT,TRUE,Damage,Savanah,1414125,,1372,TRUE
2/18/2021,VW303-L,Performance Jogger Long,HCC,XS,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/18/2021,VW303,Performance Jogger,HTG,S,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/18/2021,VW303,Performance Jogger,HNV,S,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/18/2021,VW303,Performance Jogger,HNV,XL,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/18/2021,VW323,Daily Legging,INK,M,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/18/2021,VW347,Laguna Lounge Pant,INK,S,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/18/2021,VW123,Energy Top,ORE,S,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/18/2021,V416,Sunday Performance Jogger,HCC,L,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/18/2021,V416,Sunday Performance Jogger,BLK,L,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/18/2021,VW323,Daily Legging,BCM,XS,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/18/2021,V178,L/S Strato Tech Tee,HCC,M,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/18/2021,VW303-L,Performance Jogger Long,BLK,M,1,IN,TRUE,Gift Card,Savanah,1347,2166,1383,TRUE
2/18/2021,V416,Sunday Performance Jogger,BLK,S,1,OUT,TRUE,Damaged,Savanah,1414125,,1372,TRUE
2/18/2021,VW409,Clean Elevation Legging ,HBC,M,1,OUT,TRUE,Damaged,Savanah,1414125,,1372,TRUE
2/18/2021,VW241,L/S Halo Crew,HFL,S,1,OUT,TRUE,Damaged,Savanah,1414125,,1372,TRUE
2/18/2021,VW409,Clean Elevation Legging ,ORE,XS,1,OUT,TRUE,Damaged,Savanah,1414125,,1372,TRUE
2/18/2021,VW347,Laguna Lounge Pant,NAT,M,1,OUT,TRUE,Damaged,Savanah,1414125,,1372,TRUE
2/18/2021,VW303-L,Performance Jogger Long,BLK,M,1,OUT,TRUE,Damaged,Savanah,1414125,,1372,TRUE
2/18/2021,VW108,Lux Performance Tank,DVG,XS,1,OUT,TRUE,Damaged,Savanah,1414125,,1372,TRUE
2/18/2021,VW409,Clean Elevation Legging ,HCC,XS,1,OUT,TRUE,Damaged,Savanah,1414125,,1372,TRUE
2/18/2021,VW323,Daily Legging,BCM,XL,1,OUT,TRUE,Damaged,Savanah,1414125,,1372,TRUE
2/18/2021,VW323,Daily Legging,BCM,XS,1,OUT,TRUE,Damaged,Savanah,1414125,,1372,TRUE
2/18/2021,VW323,Daily Legging,BLK,M,1,OUT,TRUE,Damaged,Savanah,1414125,,1372,TRUE
2/18/2021,V366,Banks Short 5,AZL,L,1,OUT,TRUE,Damaged,Savanah,1414125,,1372,TRUE
2/21/2021,VW427,Lux Harem,HBC,M,1,OUT,TRUE,Damaged,Savanah,1414125,,1372,TRUE
2/21/2021,V154,Bishop S/S Button-Down,LTG,L,1,OUT,TRUE,Damaged,Savanah,1414125,,1372,TRUE
2/21/2021,VW409,Clean Elevation Legging ,PHC,L,1,OUT,TRUE,Damaged,Savanah,1414125,,1372,TRUE
2/21/2021,VW323,Daily Legging,CCL,S,1,OUT,TRUE,Damaged,Savanah,1414125,,1372,TRUE
2/21/2021,VW323,Daily Legging,CCL,XS,1,OUT,TRUE,Damaged,Savanah,1414125,,1372,TRUE
2/21/2021,VW323,Daily Legging,CCL,S,1,OUT,TRUE,Damaged,Savanah,1414125,,1372,TRUE
2/21/2021,V412,Ripstop Climber Pant,KHK,XL,1,OUT ,TRUE,Damaged,Savanah,1414125,,1372,TRUE
2/21/2021,VW323,Daily Legging,SPC,M,1,OUT ,TRUE,Damaged,Savanah,1414125,,1372,TRUE
2/21/2021,V126,Strato Tech Tee,HCL,XXL,1,OUT,TRUE,Damaged,Savanah,1414125,,1372,TRUE
2/24/2021,VW303,Performance Jogger,HFL,XL,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,VW303,Performance Jogger,HFL,M,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,VW303,Performance Jogger,HTG,M,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,VW303,Performance Jogger,HTG,S,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,VW323,Daily Legging,GCM,XS,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,V302,Kore Short,SWR,L,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,VW329,Pace High Rise Legging,CER,L,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,VW347,Laguna Lounge Pant,HTG,XL,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,V821,Douglas Beanie ,BLK,ONS,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,VW303,Performance Jogger,BLK,M,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,VW303,Performance Jogger,HNV,M,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,V108,L/S Ever Henley,HCC,L,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,VW427,Lux Harem,HCA,S,1,OUT ,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,V416,Sunday Performance Jogger,BLK,L,1,OUT ,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,VW409,Clean Elevation Legging ,HOR,M,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,V418,Ponto Performance Pant,HTG,S,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,VW323,Daily Legging,GCM,M,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,V416,Sunday Performance Jogger,OXB,XXL,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,V330,Banks Short ,BLK,M,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,V330,Banks Short,GRL,M,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,V177,L/S Tradewind Performance Tee,HTG,L,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,V430,Meta Pant,DOR,34,1,OUT ,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,V101,Tuvalu Tee,SAL,L,1,OUT ,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,VW418,Daily Jogger,BLK,M,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,V344,Ponto Short,HBG,M,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,VW409,Clean Elevation Legging ,HOR,XS,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,V126,Strato Tech Tee,HTG,L,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,VW167,L/S Lux tee ,BLK,S,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,V530,Topanga Insulated Jacket,COG,S,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,VW235,Restore Crew,WBL,XL,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,V829,Geometric Hat,HBK,ONS,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,VW108,Lux Tank,INK,XS,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
2/24/2021,VW167,L/S Lux tee ,BLK,S,1,OUT,TRUE,Damaged,Savanah,1433596,,1414,TRUE
3/4/2021,V420,Everything Chino ,INK,34,1,in,TRUE,Gift Return ,Parker,1400,2272,1451,TRUE
3/4/2021,VW303 ,Performance Jogger ,BLK,S,1,IN,TRUE,Gift Return ,Parker,1400,2272,1451,TRUE
3/4/2021,VW418,Daily Jogger,BLK,S,1,IN,TRUE,Gift Return ,Parker,1400,2272,1451,TRUE
3/4/2021,V221,Ease Performance 1/2 Zip,HCC,S,1,IN,TRUE,Gift Return ,Parker,1400,2272,1451,TRUE
3/4/2021,VW323,Daily Legging ,SPC,S,1,IN,TRUE,Gift Return ,Parker,1400,2272,1451,TRUE
3/4/2021,VW303,Performance Jogger,HCL,S,2,IN,TRUE,Gift Return ,Parker,1400,2272,1451,TRUE
3/4/2021,V224,Ponto Performance Crew,HCC,L,1,IN,TRUE,Gift Return ,PArker,1400,2272,1451,TRUE
3/4/2021,VW409,Clean Elevation Legging ,HBC,XS,1,IN,TRUE,Gift Return ,Parker,1400,2272,1451,TRUE
3/4/2021,V514,Performance Bomber ,BLK,L,1,IN,TRUE,Gift Return ,Parker,1400,2272,1451,TRUE
3/4/2021,VW235,Restore Crew,WBL,S,1,IN,TRUE,Gift Return ,PArker ,1400,2272,1451,TRUE
3/4/2021,V416,Sunday Performance Jogger,HPT,L,1,IN,TRUE,Gift Return ,Parker,1400,2272,1451,TRUE
3/4/2021,V418,Ponto Performance Pant,BLK,M,1,IN,TRUE,Gift Return ,PArker,1400,2272,1451,TRUE
3/4/2021,VW136,Elevation Bra,LHG,XS,1,IN,TRUE,Gift Return ,PArker,1400,2272,1451,TRUE
3/4/2021,V430,Meta Pant,NVY,36,1,IN,TRUE,Gift Return ,Parker,1400,2272,1451,TRUE
3/4/2021,V330,Banks Short ,BKL,L,1,In,TRUE,Gift Return ,Parker,1400,2272,1451,TRUE
3/4/2021,V406,Balboa Pant,IND,M,1,IN,TRUE,Gift Return ,PArker,1400,2272,1451,TRUE
3/4/2021,VW303,Performance Jogger,BCM,XL,1,IN,TRUE,Gift Return ,Parker,1400,2272,1451,TRUE
3/4/2021,V126,Strato Tech Tee,HCC,L,1,IN,TRUE,Gift Return ,Parker,1400,2272,1451,TRUE
3/4/2021,VW243,Catalina Crew,HTG,XS,1,IN,TRUE,Gift Return ,Parker,1400,2272,1451,TRUE
3/4/2021,VW133,Daydream Crew,ORE,S,1,IN,TRUE,Gift Return ,PArker,1400,2272,1451,TRUE
3/4/2021,V418,Ponto Performance Pant,HBG,S,1,IN,TRUE,Gift Return ,Parker,1400,2272,1451,TRUE
3/4/2021,VW303,Performance Jogger,HCA,XS,1,IN,TRUE,Gift Return ,PArker,1400,2272,1451,TRUE
3/4/2021,V178,L/S Strato Tech Tee,HCC,M,1,IN,TRUE,Gift Return ,Parker,1400,2272,1451,TRUE
3/4/2021,VW329,Pace High Rise Legging,CER,S,1,IN,TRUE,Gift Return ,Parker,1400,2272,1451,TRUE
3/4/2021,VW303,Performance Jogger,BCM,L,1,IN,TRUE,Gift Return ,Parker,1400,2272,1451,TRUE
3/4/2021,VW303,PEerformance Jogger,BLK,S,1,IN,TRUE,Gift Return ,Parker,1400,2272,1451,TRUE
3/4/2021,V418,Ponto Performance Pants,HCC,M,1,IN,TRUE,Gift Return ,Parker,1400,2272,1451,TRUE
3/4/2021,V418,Ponto Performance Pants,HTi,M,1,IN,TRUE,Gift Return ,PArker,1400,2272,1451,TRUE
3/4/2021,V416,Sunday Performance Jogger,HCC,S,1,IN,TRUE,Gift Return ,Parker,1400,2272,1451,TRUE
